# WT P(E=0.1) P(E=0.2) P(E=0.5) P(E=1.0) P(E=2.0) P(E=5.0)
1.306404865849220887e+00 3.521802572466373182e-02 7.064241298130197189e-02 1.800511547470659002e-01 3.786588204215339815e-01 7.554917541005726767e-01 9.305638021079762900e-01
1.368614621365850326e+00 3.896180824719940039e-02 7.810623737244887232e-02 1.982862970264533120e-01 4.118836293575950380e-01 7.859064502471797553e-01 9.318140495195553763e-01
1.430824376882479987e+00 4.255460625173321243e-02 8.526585130174205163e-02 2.157176914802407808e-01 4.430575208245933205e-01 8.064780712821999487e-01 9.324607184185438324e-01
1.493034132399109648e+00 4.598243942680465407e-02 9.209290808137368667e-02 2.322673718785389640e-01 4.719620647090551069e-01 8.191275540855502690e-01 9.331155495325553773e-01
1.555243887915739087e+00 4.923197707106918841e-02 9.856043932524197193e-02 2.478622907721168001e-01 4.984051260104619407e-01 8.262661564450732854e-01 9.332368181398529305e-01
1.617453643432368748e+00 5.229059208158301497e-02 1.046429791952347699e-01 2.624349845517022217e-01 5.222286605354419242e-01 8.299179344782303680e-01 9.333545708870081281e-01
1.679663398948998188e+00 5.514641174405100765e-02 1.103166790359018934e-01 2.759241600951974349e-01 5.433158528860242420e-01 8.314162338818832376e-01 9.329619878210203554e-01
1.741873154465627849e+00 5.778836505956071179e-02 1.155594113287010671e-01 2.882751814540412960e-01 5.615965401856806150e-01 8.315163921033215111e-01 9.325546856928819128e-01
1.804082909982257288e+00 6.020622637430680935e-02 1.203508620900718973e-01 2.994404374171270589e-01 5.770498174828021520e-01 8.306061952985961394e-01 9.316315538769391891e-01
1.866292665498886949e+00 6.239065511359684346e-02 1.246726110570191004e-01 3.093795748714024962e-01 5.897029681159779990e-01 8.288678485893005154e-01 9.306665252394848986e-01
1.928502421015516388e+00 6.433323145832489653e-02 1.285081992425718134e-01 3.180595885716372417e-01 5.996264235217041438e-01 8.263742899824237931e-01 9.291453695441684868e-01
1.990712176532146049e+00 6.602648784011308503e-02 1.318431836928275203e-01 3.254547649288619393e-01 6.069252091064766264e-01 8.231397096519743606e-01 9.275440548234460403e-01
2.052921932048775489e+00 6.746393616957477302e-02 1.346651795278921149e-01 3.315464852027527054e-01 6.117280361390936561e-01 8.191443731418985852e-01 9.253126613394526689e-01
2.115131687565405372e+00 6.864009074971556823e-02 1.369638895910237353e-01 3.363229013497008313e-01 6.141756075489086530e-01 8.143460707778550356e-01 9.229356989467683015e-01
2.177341443082034811e+00 6.955048686228959554e-02 1.387311222536969368e-01 3.397785049693354820e-01 6.144096922830301066e-01 8.086851132204206927e-01 9.198057233142962197e-01
2.239551198598664250e+00 7.019169504811981208e-02 1.399607981199806339e-01 3.419136155708758507e-01 6.125641428941386302e-01 8.020860959368504295e-01 9.164224996636818332e-01
2.301760954115293689e+00 7.056133113215511121e-02 1.406489465334845590e-01 3.427338181537227246e-01 6.087584700387820291e-01 7.944582529088407563e-01 9.120980274055616732e-01
2.363970709631923572e+00 7.065806206972970183e-02 1.407936929079292299e-01 3.422493815129604711e-01 6.030940491138276904e-01 7.856951088584063214e-01 9.073370732883911938e-01
2.426180465148553012e+00 7.048160771146425030e-02 1.403952379741685852e-01 3.404746876879267692e-01 5.956526490553650799e-01 7.756740391093799314e-01 9.013458788517567655e-01
2.488390220665182451e+00 7.003273860047622146e-02 1.394558300604274159e-01 3.374276998147846540e-01 5.864967773684487407e-01 7.642559271019345735e-01 8.946046103802778315e-01
2.550599976181812334e+00 6.931326992674068099e-02 1.379797314997488478e-01 3.331294908016706469e-01 5.756712982403714429e-01 7.512853208388327042e-01 8.861875507565952770e-01
2.612809731698441773e+00 6.832605176985405426e-02 1.359731801922179906e-01 3.276038493328276568e-01 5.632058442599218173e-01 7.365912165461669936e-01 8.764857374024148662e-01
2.675019487215071212e+00 6.707495576346378385e-02 1.334443472448998413e-01 3.208769733689750270e-01 5.491176497829179937e-01 7.199888088645282069e-01 8.644084169279602214e-01
2.737229242731700651e+00 6.556485831266110897e-02 1.304032914765085316e-01 3.129772551244664469e-01 5.334145436285978592e-01 7.012822417884648774e-01 8.501550321738786664e-01
2.799438998248330535e+00 6.380162049056710416e-02 1.268619114145494997e-01 3.039351559250052515e-01 5.160979287561324735e-01 6.802685427985121214e-01 8.324289269684130854e-01
2.861648753764959974e+00 6.179206473276187273e-02 1.228338952388172839e-01 2.937831646927304696e-01 4.971656422465686176e-01 6.567425523745485938e-01 8.111262556719774919e-01
2.923858509281589413e+00 5.954394843899995377e-02 1.183346689451037215e-01 2.825558302314841175e-01 4.766146349284264838e-01 6.305027659624908853e-01 7.847223605815621950e-01
2.986068264798219296e+00 5.706593458178410572e-02 1.133813428251193856e-01 2.702898550270270150e-01 4.544434414709628278e-01 6.013576460457994433e-01 7.527836789478701274e-01
3.048278020314848735e+00 5.436755941140261617e-02 1.079926561904525212e-01 2.570242368631698859e-01 4.306544307171804586e-01 5.691321648966766178e-01 7.136522647503238392e-01
3.110487775831478174e+00 5.145919733792589379e-02 1.021889201162253513e-01 2.428004440393999319e-01 4.052558342538244984e-01 5.336740972157422158e-01 6.667504076866989093e-01
3.172697531348107614e+00 4.835202306295102725e-02 9.599195784943237442e-02 2.276626101709901540e-01 3.782635540167819110e-01 4.948598798549580513e-01 6.105616833979358171e-01
3.234907286864737497e+00 4.505797102831810008e-02 8.942504242173129891e-02 2.116577352614772423e-01 3.497027532199613598e-01 4.525997600272024246e-01 5.446955050117529007e-01
3.297117042381366936e+00 4.158969224575059104e-02 8.251283092963121457e-02 1.948358807795536607e-01 3.196092397068902580e-01 4.068422763648077978e-01 4.680474761623260038e-01
3.359326797897996375e+00 3.796050857125091854e-02 7.528129489816492992e-02 1.772503477009798600e-01 2.880306526129456368e-01 3.575779864979847789e-01 3.806396782149874536e-01
3.421536553414625814e+00 3.418436449091722534e-02 6.775764612785459273e-02 1.589578277827418951e-01 2.550274609595588604e-01 3.048427128853192225e-01 2.818823880597541298e-01
3.483746308931255697e+00 3.027577649114122568e-02 5.997025743863468317e-02 1.400185196456754100e-01 2.206737814888033444e-01 2.487203372350164088e-01 1.723012298985067969e-01
3.545956064447885137e+00 2.624978009586733524e-02 5.194857776698835750e-02 1.204962025006733745e-01 1.850580253012894805e-01 1.893455283323914051e-01 5.185482272106382157e-02
3.608165819964514576e+00 2.212187466659112575e-02 4.372304114196445823e-02 1.004582615255028843e-01 1.482833840014129156e-01 1.269065243732499237e-01 -7.829039558615026595e-02
3.670375575481144459e+00 1.790796607717426436e-02 3.532496915940799842e-02 7.997565996012932776e-02 1.104681623602363355e-01 6.164843807272207127e-02 -2.174522191211682443e-01
3.732585330997773898e+00 1.362430739477848637e-02 2.678646668851398377e-02 5.912285393029201308e-02 7.174595984274187432e-02 -6.122685958081739918e-03 -3.632742770751098416e-01
3.794795086514403337e+00 9.287437720110432171e-03 1.814031067763147848e-02 3.797764684336096819e-02 3.226570160935268716e-02 -7.603440040345245399e-02 -5.133842499033491880e-01
3.857004842031032776e+00 4.914119364090665382e-03 9.419832073621984755e-03 1.662098095860879352e-02 -7.808483091980543585e-03 -1.476404901342887876e-01 -6.612800244496513935e-01
3.919214597547662660e+00 5.212735634256481995e-04 6.587910272361765726e-04 -4.863335536548455719e-03 -4.829754569582898893e-02 -2.204106347081998263e-01 -7.952239851397042703e-01
3.981424353064292099e+00 -3.874085036370876565e-03 -8.108754277329302887e-03 -2.638896685816046611e-02 -8.900798786101940530e-02 -2.937160684929778776e-01 -8.833378444910064964e-01
4.043634108580921982e+00 -8.254914875985296802e-03 -1.684858466141122071e-02 -4.786745344531431745e-02 -1.297325464261898931e-01 -3.668094280236758875e-01 -9.115583411781501555e-01
4.105843864097550977e+00 -1.260421467578707808e-02 -2.552646218319552449e-02 -6.920868038682202739e-02 -1.702511358919059359e-01 -4.387971301270968127e-01 -9.173417834708742502e-01
4.168053619614180860e+00 -1.690509102500022121e-02 -3.410827672060531141e-02 -9.032140844096270271e-02 -2.103321104657169260e-01 -5.086027817602434276e-01 -9.212394094617553097e-01
4.230263375130810743e+00 -2.114082604315589697e-02 -4.256019590903645233e-02 -1.111138642834719192e-01 -2.497339306459508690e-01 -5.749242036977934012e-01 -9.239486606919509182e-01
4.292473130647439739e+00 -2.529494477317804565e-02 -5.084881729427521285e-02 -1.314943850057349872e-01 -2.882073379242048872e-01 -6.361988423873592424e-01 -9.264942441139951690e-01
4.354682886164069622e+00 -2.935128195223514480e-02 -5.894132143585290723e-02 -1.513721099728178310e-01 -3.254981594083863894e-01 -6.906264640839110402e-01 -9.283413210316455721e-01
4.416892641680698617e+00 -3.329404779784111285e-02 -6.680562459325578573e-02 -1.706577109311636087e-01 -3.613508808526179061e-01 -7.363597540030495381e-01 -9.300280121770071462e-01
4.479102397197328500e+00 -3.710789244299306233e-02 -7.441052955177610007e-02 -1.892641487681034629e-01 -3.955131230304292367e-01 -7.720017822454764422e-01 -9.311875269572043035e-01
4.541312152713958383e+00 -4.077796865563597384e-02 -8.172587310025833385e-02 -2.071074426734999530e-01 -4.277411161180791344e-01 -7.973268940091868817e-01 -9.322116070000874277e-01
4.603521908230587378e+00 -4.428999248462339722e-02 -8.872266866343633818e-02 -2.241074348078581635e-01 -4.578061781921481943e-01 -8.136412198722913214e-01 -9.327836607104301736e-01
4.665731663747217262e+00 -4.763030148630242877e-02 -9.537324261923485480e-02 -2.401885311721582705e-01 -4.855020467052282296e-01 -8.232436371988497426e-01 -9.332468417242942849e-01
4.727941419263847145e+00 -5.078591020329970701e-02 -1.016513628983820028e-01 -2.552803974837568601e-01 -5.106526760946215049e-01 -8.284285854694991569e-01 -9.332898599780670157e-01
4.790151174780476140e+00 -5.374456258881907950e-02 -1.075323585693550715e-01 -2.693185878083776963e-01 -5.331198249086784857e-01 -8.308780638382815553e-01 -9.332304133762222564e-01
4.852360930297106023e+00 -5.649478109640335144e-02 -1.129932292550721584e-01 -2.822450838104614279e-01 -5.528094775897086643e-01 -8.316104777058139774e-01 -9.327503941795550757e-01
4.914570685813735906e+00 -5.902591218522879046e-02 -1.180127434053446500e-01 -2.940087240582849870e-01 -5.696759893403778863e-01 -8.311727950162820511e-01 -9.321716333116081277e-01
4.976780441330364901e+00 -6.132816802453518873e-02 -1.225715246561817767e-01 -3.045655060508020706e-01 -5.837229326777757521e-01 -8.298341765163658179e-01 -9.311403514976916984e-01
5.038990196846994785e+00 -6.339266421675300578e-02 -1.266521257370802900e-01 -3.138787485443195746e-01 -5.950000344870152169e-01 -8.277135888135409569e-01 -9.299955645963182693e-01
5.101199952363624668e+00 -6.521145339636459648e-02 -1.302390896325618663e-01 -3.219191081552372768e-01 -6.035962734817533759e-01 -8.248502407048630136e-01 -9.283354295756475194e-01
5.163409707880253663e+00 -6.677755459993942044e-02 -1.333189979554282034e-01 -3.286644516789286041e-01 -6.096299693517965856e-01 -8.212393297587156082e-01 -9.265351081194506122e-01
5.225619463396883546e+00 -6.808497834066874754e-02 -1.358805067367638841e-01 -3.340995934791667898e-01 -6.132372763426130469e-01 -8.168489417393046681e-01 -9.241163735581412464e-01
5.287829218913512541e+00 -6.912874735763008260e-02 -1.379143700715812770e-01 -3.382159149278885502e-01 -6.145606959453677742e-01 -8.116277796231218256e-01 -9.215026765278593324e-01
5.350038974430142424e+00 -6.990491304453172461e-02 -1.394134522697143552e-01 -3.410108894456441719e-01 -6.137390094420619446e-01 -8.055081700843995662e-01 -9.181115689301779792e-01
5.412248729946772308e+00 -7.041056759436867263e-02 -1.403727293401609288e-01 -3.424875415298806458e-01 -6.108995334362434804e-01 -7.984070612175974135e-01 -9.144286250066241406e-01
5.474458485463401303e+00 -7.064385192408188796e-02 -1.407892807766129295e-01 -3.426538707787404880e-01 -6.061530295301833515e-01 -7.902258713417312785e-01 -9.097291455852134501e-01
5.536668240980031186e+00 -7.060395946683682700e-02 -1.406622727070360179e-01 -3.415222721171073950e-01 -5.995911273378342621e-01 -7.808501241452477926e-01 -9.045622227152040340e-01
5.598877996496661069e+00 -7.029113593805291771e-02 -1.399929335180507550e-01 -3.391089813095305994e-01 -5.912858300575525305e-01 -7.701489494551836401e-01 -8.980184665886261630e-01
5.661087752013290064e+00 -6.970667519507325882e-02 -1.387845230652167416e-01 -3.354335707738479444e-01 -5.812905616017136623e-01 -7.579750266128315594e-01 -8.906920892417259372e-01
5.723297507529919947e+00 -6.885291131910611928e-02 -1.370422965351352496e-01 -3.305185152510001223e-01 -5.696422351719070409e-01 -7.441649576534468125e-01 -8.814436172795511171e-01
5.785507263046549831e+00 -6.773320705218832671e-02 -1.347734639390157085e-01 -3.243888406826672677e-01 -5.563639151401840177e-01 -7.285405751385857220e-01 -8.708526710335962040e-01
5.847717018563178826e+00 -6.635193872194555809e-02 -1.319871460961108411e-01 -3.170718633196807357e-01 -5.414677566628827154e-01 -7.109111153707635689e-01 -8.575047655918847100e-01
5.909926774079808709e+00 -6.471447778322492184e-02 -1.286943278167757831e-01 -3.085970201542069802e-01 -5.249580087698180186e-01 -6.910766217571664427e-01 -8.418584352881655075e-01
5.972136529596438592e+00 -6.282716909932251070e-02 -1.249078088272677495e-01 -2.989957866225188554e-01 -5.068339442658826854e-01 -6.688323342274068439e-01 -8.221877192325880435e-01
6.034346285113067587e+00 -6.069730607697110952e-02 -1.206421528003654431e-01 -2.883016733979563706e-01 -4.870926348461834809e-01 -6.439741667808913661e-01 -7.987166929649660574e-01
6.096556040629697470e+00 -5.833310275968806025e-02 -1.159136346760103187e-01 -2.765502910807344783e-01 -4.657315281333083146e-01 -6.163047727301013134e-01 -7.694185750798138157e-01
6.158765796146326466e+00 -5.574366297397227027e-02 -1.107401862822232769e-01 -2.637794696696835195e-01 -4.427508084465657801e-01 -5.856400724093003829e-01 -7.342838056358181875e-01
6.220975551662956349e+00 -5.293894661326702111e-02 -1.051413401056699864e-01 -2.500294187580439642e-01 -4.181555362861784642e-01 -5.518156609372959487e-01 -6.911406115307522358e-01
