# W Re(E=0.1) Re(E=0.2) Re(E=0.5) Re(E=1.0) Re(E=2.0) Re(E=5.0) Im(E=0.1) Im(E=0.2) Im(E=0.5) Im(E=1.0) Im(E=2.0) Im(E=5.0)
7.079457843841380216e-02 1.279862745399668045e-02 1.286498044135455689e-02 1.218089716931354538e-02 7.265017430992400972e-03 1.466997805746686869e-03 4.340331671268502650e-05 2.672236505406335588e-02 2.529627690877200852e-02 1.755400676278365615e-02 6.234265927131637207e-03 7.110023963636292760e-04 1.244715553535363052e-05
7.943282347242813790e-02 9.039558776266193307e-03 9.361000073932760485e-03 9.985180708517706061e-03 6.658288056594289205e-03 1.417588143355003006e-03 4.279476936586079844e-05 2.772164032440440490e-02 2.633553885885325449e-02 1.860707892331634611e-02 6.767921274839625544e-03 7.825949872997717315e-04 1.374482355144025689e-05
8.912509381337459236e-02 4.832667672611634484e-03 5.417649591567413186e-03 7.445507502787931595e-03 5.933794442954441403e-03 1.357881388711822731e-03 4.206659589371952734e-05 2.817935914021042418e-02 2.689026943583597284e-02 1.943677676973435894e-02 7.288204286246584111e-03 8.578043108257828522e-04 1.513895728610518083e-05
1.000000000000000056e-01 2.677253921307406548e-04 1.108235429663052699e-03 4.570979611403111487e-03 5.079112482870772223e-03 1.286259603145263435e-03 4.119980285398078951e-05 2.791202256186833125e-02 2.678642534477126275e-02 1.993109153119501306e-02 7.770448233445085423e-03 9.355645045156799414e-04 1.662671584670228822e-05
1.122018454301963591e-01 -4.491759048289324478e-03 -3.426117333601847326e-03 1.405901733526250573e-03 4.085647929991219861e-03 1.201062601286514856e-03 4.017359878320051614e-05 2.673867119901524730e-02 2.584755163519438306e-02 1.996181655195330973e-02 8.182629798622876455e-03 1.014338944326047959e-03 1.820223793700120687e-05
1.258925411794167559e-01 -9.197661348636861772e-03 -7.964203259839324964e-03 -1.957749780316719607e-03 2.951578021484612974e-03 1.100681521547738429e-03 3.896555250377315078e-05 2.451139806089820336e-02 2.392179253866310099e-02 1.939472364910678134e-02 8.485028842613387412e-03 1.092030286511287262e-03 1.985595891112189212e-05
1.412537544622754770e-01 -1.351930628694388882e-02 -1.220297549228314266e-02 -5.369185091711982903e-03 1.685545610659412025e-03 9.836923106855890043e-04 3.755188870607257282e-05 2.115620600593469749e-02 2.090061885873218880e-02 1.810708208074182646e-02 8.630848440932325366e-03 1.165896947006590800e-03 2.157384240816026934e-05
1.584893192461114264e-01 -1.706629793629346747e-02 -1.577126484949913435e-02 -8.614221284494141817e-03 3.109533687149562339e-04 8.490356658384140727e-04 3.590795977832011358e-05 1.671860119039366571e-02 1.683081119669513348e-02 1.601411854229693038e-02 8.568306659340942447e-03 1.232487580825325979e-03 2.333654591871926566e-05
1.778279410038922925e-01 -1.943746615854249210e-02 -1.827975404385907832e-02 -1.142274128491911102e-02 -1.129624772617616449e-03 6.962487002235353021e-04 3.400893223151780088e-05 1.140260821918652294e-02 1.186289377106093668e-02 1.310134686507491604e-02 8.244821249059106072e-03 1.287610840013899598e-03 2.511853764379665948e-05
1.995262314968879735e-01 -2.029457329084044526e-02 -1.938147025827507974e-02 -1.349331694947389186e-02 -2.570770862901661583e-03 5.257495360477110451e-04 3.183073390132725464e-05 5.587324400561383825e-03 6.329972798439278785e-03 9.459131561535575813e-03 7.613799306772637762e-03 1.326362152819904067e-03 2.688718371012036024e-05
2.238721138568340041e-01 -1.944909408758017239e-02 -1.885732750331510846e-02 -1.453883142428984837e-02 -3.922642781425721495e-03 3.391700412842971277e-04 2.935134004579452197e-05 -1.950368589953675605e-04 7.228623095865268841e-04 5.307699903292248216e-03 6.644337878141904838e-03 1.343235939994859643e-03 2.860183274057183118e-05
2.511886431509580686e-01 -1.693966126693578766e-02 -1.669658442475703899e-02 -1.435011005627327696e-02 -5.073296315519421062e-03 1.397218831932685594e-04 2.655247246433252518e-05 -5.328644167112102370e-03 -4.367659840972871500e-03 1.000189645551829943e-03 5.333473475543681723e-03 1.332357185351778139e-03 3.021298691113090713e-05
2.818382931264454827e-01 -1.307195108433705649e-02 -1.314667111167830416e-02 -1.286537666188592756e-02 -5.897023205429194857e-03 -6.743410021450544115e-05 2.342178916106192564e-05 -9.225766087112828931e-03 -8.353172525737502865e-03 -3.008395394656862391e-03 3.719642617286155785e-03 1.287870537295199638e-03 3.166165999696277637e-05
3.162277660168379412e-01 -8.396899158389830101e-03 -8.706222036746898499e-03 -1.022557404829347802e-02 -6.270583488038869446e-03 -2.748661511563648438e-04 1.995559022464008173e-05 -1.145760736457851654e-02 -1.077573330772133367e-02 -6.232450742433542218e-03 1.894501968988510565e-03 1.204525358072945120e-03 3.287907947314461265e-05
3.548133892335754713e-01 -3.618827447358217118e-03 -4.048093537180371369e-03 -6.790435168822296468e-03 -6.098016160753788259e-03 -4.726771775088389142e-04 1.616214730011963734e-05 -1.186718470713720927e-02 -1.142717424876356531e-02 -8.259398657835382782e-03 8.507173833172011954e-06 1.078487954110771445e-03 3.378690162037908999e-05
3.981071705534973137e-01 5.513619102123695553e-04 1.182988474626557536e-04 -3.095245994080726530e-03 -5.342065499688041820e-03 -6.485513927194525843e-04 1.206546944473083744e-05 -1.062451607077335297e-02 -1.041873114433574006e-02 -8.861590466586273876e-03 -1.735801678298159751e-03 9.083909538710482510e-04 3.429819770639435614e-05
4.466835921509632601e-01 3.559664337770776336e-03 3.211238806049748588e-03 2.555589234426062584e-04 -4.055959723277716839e-03 -7.881951758858268429e-04 7.710042277472617094e-06 -8.197105645852565542e-03 -8.169193262467473043e-03 -8.079382081709043581e-03 -3.108863295420748098e-03 6.965872786700053965e-04 3.431958696736082574e-05
5.011872336272724660e-01 5.138106803997129213e-03 4.916883369371417498e-03 2.736710947581876517e-03 -2.403986214470036232e-03 -8.763567208062928099e-04 3.165273801383026331e-06 -5.234792002183581705e-03 -5.303969573294544174e-03 -6.236817835850888038e-03 -3.900463256466537524e-03 4.505015859310742914e-04 3.375489777849320562e-05
5.623413251903490728e-01 5.353631266410450312e-03 5.246483118785801210e-03 4.046750567475112040e-03 -6.552888243776176748e-04 -8.986207918424080890e-04 -1.469470804933708605e-06 -2.399488934718357804e-03 -2.486465352075193855e-03 -3.868372699404678400e-03 -3.982569011600968489e-03 1.838547510647050090e-04 3.251071714131646982e-05
6.309573444801933606e-01 4.555637741960595795e-03 4.530433924613350670e-03 4.191235724436606809e-03 8.631246138804938000e-04 -8.441288397463614021e-04 -6.060559881772209120e-06 -1.950996900888309245e-04 -2.501375876506125185e-04 -1.567777805336006015e-03 -3.371408339366768411e-03 -8.262989531500520993e-05 3.050452874640599793e-05
7.079457843841380216e-01 3.239352032872913623e-03 3.248475597580887352e-03 3.461910534680855047e-03 1.855881125575123847e-03 -7.092244845260159327e-04 -1.043719797130551054e-05 1.141836828279271148e-03 1.135466583484187738e-03 1.901020574597069859e-04 -2.258763332896498999e-03 -3.216372388575984651e-04 2.767561271772993493e-05
7.943282347242817121e-01 1.878491172280776812e-03 1.884892498825726809e-03 2.311723486488059375e-03 2.168007911309535220e-03 -5.016903646156475188e-04 -1.439126782666539662e-05 1.652051116699383313e-03 1.683411564326471078e-03 1.181121573234427628e-03 -9.794225767664078292e-04 -5.015928581682819109e-04 2.399933384789388444e-05
8.912509381337458958e-01 7.947510136520381666e-04 7.817228496027068662e-04 1.178192490034633746e-03 1.860873392025789086e-03 -2.446394721941066237e-04 -1.768150782570553772e-05 1.568862454030280898e-03 1.614809175231112425e-03 1.456588610557584939e-03 9.787915622771926753e-05 -5.918034870394777705e-04 1.950454842918837632e-05
1.000000000000000000e+00 1.109198715961964886e-04 7.993348635891063276e-05 3.412013325515209495e-04 1.195359537878386801e-03 2.180494605597777598e-05 -2.004400042668628423e-05 1.187200900513899577e-03 1.227306863591426942e-03 1.255290348241811958e-03 7.203631076431864797e-04 -5.709932844555733536e-04 1.429278555622549657e-05
1.122018454301964230e+00 -2.115315315854837121e-04 -2.499662118425752862e-04 -1.220437738059589760e-04 5.050284777497378048e-04 2.440279134643461695e-04 -2.121314386940446588e-05 7.504635383972918516e-04 7.747218665542959012e-04 8.598776942036330485e-04 8.555403069168418875e-04 -4.386657010244849643e-04 8.559607200073608046e-06
1.258925411794167504e+00 -2.907570605692245979e-04 -3.261829307694643796e-04 -2.841595740175963960e-04 2.839404461196792795e-05 3.672531492762642034e-04 -2.095347893262092218e-05 3.972567042097595357e-04 4.057039738880606787e-04 4.801222654607488504e-04 6.689053439793830836e-04 -2.260302282930950969e-04 2.610472275177253657e-06
1.412537544622753938e+00 -2.489648127920877137e-04 -2.756626311941978518e-04 -2.728876465318676257e-04 -1.791788353120284203e-04 3.584598205792752560e-04 -1.910642664586942397e-05 1.686746843409090866e-04 1.666478856038157235e-04 2.118756472231210584e-04 3.874464744491947789e-04 1.315716809034653650e-06 -3.130096786276136862e-06
1.584893192461114042e+00 -1.718568939110182484e-04 -1.889922678583566388e-04 -1.973104449263757645e-04 -1.996645788046893762e-04 2.337029578131859622e-04 -1.565204844076602503e-05 4.718309802271109475e-05 4.060828720179287377e-05 6.203875022215965529e-05 1.639727238877776775e-04 1.609541747677038803e-04 -8.128306616809168064e-06
1.778279410038922759e+00 -1.026992460820027437e-04 -1.122394279291239876e-04 -1.200893522096655212e-04 -1.439919109896221146e-04 6.770391518885496914e-05 -1.077864002481238839e-05 -4.281272036558114014e-06 -1.134214838386349256e-05 -3.357647310954325058e-06 3.997274554334411125e-05 1.980181974577132937e-04 -1.178011682987709588e-05
1.995262314968880846e+00 -5.473097798676809323e-05 -5.945918165981927517e-05 -6.417467340191444346e-05 -8.280459378805240752e-05 -4.548050282397037952e-05 -4.954496182069439419e-06 -1.886739735842885270e-05 -2.351305307635604422e-05 -2.241402451867507365e-05 -9.009384799103338975e-06 1.325474757591830566e-04 -1.349649183750892980e-05
2.238721138568339875e+00 -2.632670433072305623e-05 -2.837608401246803749e-05 -3.062617225708487906e-05 -4.064714861870434429e-05 -6.932119976452887555e-05 1.033173914970866137e-06 -1.809407750143361197e-05 -2.152802332371097529e-05 -2.182984389077260708e-05 -1.958155520526853728e-05 4.675963342857434685e-05 -1.284379247171562009e-05
2.511886431509582351e+00 -1.140936598155052115e-05 -1.211102126520523367e-05 -1.304326531865124879e-05 -1.746777032050358627e-05 -4.470439953935750150e-05 6.103959569573422357e-06 -1.303678424839211854e-05 -1.525861972526928807e-05 -1.571343274773394523e-05 -1.634928825646841014e-05 2.370197611352637707e-07 -9.743734811598212520e-06
2.818382931264455049e+00 -4.353602590851647999e-06 -4.481085935569101616e-06 -4.824240806235320487e-06 -6.524082409892217882e-06 -1.949741546225811239e-05 9.048909416548023694e-06 -8.172209059080186294e-06 -9.485460577749699226e-06 -9.793998158346371301e-06 -1.065463004555471262e-05 -1.046704631213479786e-05 -4.709271213301074084e-06
3.162277660168379523e+00 -1.350318737806847277e-06 -1.284648708509434656e-06 -1.400438373060210423e-06 -1.976691675498297666e-06 -6.577449451890649042e-06 8.900066445874812944e-06 -4.699442650206015119e-06 -5.426318178482804242e-06 -5.586089081781223850e-06 -6.141722764484337663e-06 -8.243244947057598883e-06 9.740299467986774345e-07
3.548133892335756823e+00 -2.272671823148349645e-07 -1.271288842469215415e-07 -1.607475945378547388e-07 -3.327754849344086002e-07 -1.693800377188432621e-06 5.546346228845669363e-06 -2.546277380363312104e-06 -2.929217010589065173e-06 -3.005104039265470472e-06 -3.288870086369920553e-06 -4.672298479737744757e-06 5.312378208747147320e-06
3.981071705534973137e+00 1.110882425651786838e-07 1.935509895963467672e-07 1.857648416874147517e-07 1.435905337606713524e-07 -1.955905070735208510e-07 4.547964484672052175e-07 -1.321011177234277590e-06 -1.515219821862370514e-06 -1.548370701937524219e-06 -1.677982315898298956e-06 -2.338894660111090347e-06 6.260995633901973624e-06
4.466835921509634488e+00 1.624050797584360003e-07 2.182916188164369500e-07 2.176064326596902518e-07 2.115606208942783231e-07 1.494504073451574811e-07 -3.193169406382531899e-06 -6.633010422546874928e-07 -7.588481067394456354e-07 -7.726227904939124308e-07 -8.278683923297161025e-07 -1.106335071538889937e-06 3.366281377548857825e-06
5.011872336272724660e+00 1.300686550695290874e-07 1.642842682896193946e-07 1.651349664821503029e-07 1.666372742136113859e-07 1.665038867836510368e-07 -2.779547840822699945e-06 -3.248053641228671311e-07 -3.706249296051258488e-07 -3.762738263015190882e-07 -3.987366332603541559e-07 -5.088898322211074412e-07 -3.072684142894937742e-07
5.623413251903491172e+00 8.673607332228256665e-08 1.063874311910987592e-07 1.073247091187944449e-07 1.097044178650657805e-07 1.172698023695434154e-07 -6.804830870650841495e-07 -1.559852082483490711e-07 -1.774416439551750038e-07 -1.798598180578277851e-07 -1.886898010996045600e-07 -2.307215675365977649e-07 -1.024341845150734114e-06
6.309573444801936049e+00 5.279343725110476876e-08 6.359545696109233380e-08 6.431511638881788916e-08 6.585880082645194924e-08 7.133527041622196805e-08 9.213783322992647542e-09 -7.377855202460382349e-08 -8.357775933103337481e-08 -8.474388360243642771e-08 -8.812020180655232833e-08 -1.038175806991587249e-07 -4.419862640261755972e-07
7.079457843841380438e+00 3.042181124724533264e-08 3.617798214449711301e-08 3.667160804834071942e-08 3.741127029202650342e-08 4.045796025480350939e-08 6.005337940184046394e-08 -3.448014701040119294e-08 -3.882397531900292394e-08 -3.948232227406214810e-08 -4.079724828592153424e-08 -4.652625250249194307e-08 -1.490822069756925046e-07
7.943282347242821118e+00 1.879105711834853717e-05 1.991002016762929665e-08 2.023693412020383848e-08 2.059670739459785723e-08 2.205557793429003962e-08 3.609006958388901306e-08 -1.564148395513802021e-05 -1.781301488325982172e-08 -1.822851122411331773e-08 -1.870494848779190888e-08 -2.080716311142977955e-08 -5.134069672241669110e-08
8.912509381337459402e+00 1.266328201024705084e-05 1.070730724329522206e-08 1.090740144134720548e-08 1.107112874798395821e-08 1.173267307451167178e-08 1.822258113983156645e-08 -9.026775724036695316e-06 -8.078674211995832257e-09 -8.358499476715601824e-09 -8.533943094545040566e-09 -9.294894058913986132e-09 -1.867789507255988944e-08
1.000000000000000000e+01 8.406810906019167602e-06 5.664739551057293454e-09 5.779659534244635593e-09 5.749538901032734623e-09 6.141071209757997129e-09 8.858106136911728523e-09 -5.181618033435076096e-06 -3.622298418311117824e-09 -3.811799791100663589e-09 -3.850693537410081080e-09 -4.150029553780009690e-09 -7.128118750286642075e-09
1.122018454301964141e+01 5.518304455310325689e-06 2.961908835461952291e-09 3.024139286349217070e-09 3.058132218426066404e-09 3.178706824396166733e-09 4.278649668876585624e-09 -2.961806034202972635e-06 -1.605370642526803472e-09 -1.730704890732259463e-09 -1.677887074604899229e-09 -1.852524176276848004e-09 -2.822502259643087551e-09
1.258925411794167459e+01 3.591105687685448917e-06 1.535347787384591963e-09 1.567495379644793870e-09 1.660683385499042387e-09 1.632368228442780171e-09 2.071929750626116810e-09 -1.687277875173306990e-06 -7.029408683297303366e-10 -7.829748818496659716e-10 -6.699667377530026074e-10 -8.268984406029683314e-10 -1.149127877907869780e-09
1.412537544622755448e+01 2.321441413000058555e-06 7.902387138691273840e-10 8.069255189777987604e-10 8.170678677184309113e-10 8.334293081064396617e-10 1.008212282826354970e-09 -9.586446048422989183e-07 -3.041975018965011578e-10 -3.530631276886863529e-10 -3.342939291720548370e-10 -3.690928458081132427e-10 -4.777848572738513598e-10
1.584893192461114175e+01 1.492934712293513071e-06 4.029574912065494316e-10 4.135368645429084663e-10 4.229624233018669133e-10 4.237316018257051616e-10 4.930700896357584846e-10 -5.435098603302368076e-07 -1.307019674008742685e-10 -1.586474142375591984e-10 -1.392732650878858902e-10 -1.647974434995399743e-10 -2.018153336374181889e-10
1.778279410038922848e+01 9.562485268972127703e-07 2.015653576573941760e-10 2.114758836968214566e-10 2.162261781546657300e-10 2.147080967895291222e-10 2.422361420704310083e-10 -3.076287711915993269e-07 -5.671515237646547615e-11 -7.097665909351226462e-11 -5.944331275833799174e-11 -7.361026179411782258e-11 -8.630984110049898291e-11
1.995262314968880801e+01 6.105577124267783391e-07 9.529116631107760847e-11 1.240578307024092418e-10 1.092274397304775205e-10 1.085443714093363010e-10 1.194627370023219899e-10 -1.738863865877924225e-07 -2.634460993690123628e-11 -1.692724376509053531e-10 -2.881322243503840549e-11 -3.286350908126573224e-11 -3.725931004273751894e-11
2.238721138568340052e+01 3.888695015019360582e-07 3.677918700931841296e-11 1.224112447132902641e-10 5.500543105773642318e-11 5.476511724123939398e-11 5.910327465140872403e-11 -9.818518385567963577e-08 -1.484648487756783676e-11 -3.891398094846507943e-11 -1.517087445767183533e-11 -1.468082359474644517e-11 -1.620289617169937020e-11
2.511886431509581996e+01 2.471889631776735009e-07 1.209454024636424598e-12 2.684139915282652404e-11 3.550698384842248017e-11 2.758895023930312815e-11 2.931640857290523686e-11 -5.539327247719519394e-08 -1.153462295424875108e-11 -6.603544993550254266e-12 -7.599039109733651752e-12 -6.562119316030488764e-12 -7.087057717358626059e-12
2.818382931264455138e+01 1.568870960556433394e-07 -2.456990818310698879e-11 1.206649277883403606e-11 1.105689297554616766e-11 1.388060811421048822e-11 1.457187107805135256e-11 -3.122988666350723752e-08 -1.180513676362137345e-11 -3.220666857518748294e-12 -1.819617064285520845e-12 -2.936199035558249451e-12 -3.113307601248235756e-12
3.162277660168379256e+01 9.945136501527346865e-08 -4.860041068976575968e-11 4.631294007536403823e-12 5.016879455612583641e-12 6.974789508279570763e-12 7.255134698808503976e-12 -1.759785936334681444e-08 -1.391127999373677831e-11 -1.495340704945426689e-12 5.136798577257870532e-13 -1.316467733780031107e-12 -1.372391184281921329e-12
3.548133892335756912e+01 6.298227328588465638e-08 -7.524241053986204916e-11 1.531636444461649059e-12 1.911752635752193736e-12 3.499349756694358445e-12 3.617188720827507857e-12 -9.912979403233688113e-09 -1.703335286349602356e-11 -4.206360232625355379e-13 1.395576723491040531e-12 -5.917907802963112331e-13 -6.065668645028878143e-13
3.981071705534973404e+01 3.985599740383035463e-08 -1.080984881371422673e-10 1.005411375716237073e-12 3.548997645629694106e-13 1.752381021541941598e-12 1.805302014183127100e-12 -5.580760001537028209e-09 -2.101849360125363270e-11 3.582085123570782403e-13 1.601546728019432292e-12 -2.661788899854745269e-13 -2.693497473465319390e-13
4.466835921509634488e+01 2.520592099638066013e-08 -1.497069622102800748e-10 3.742533631048788401e-12 -4.461073104964347333e-13 9.385856089627121923e-13 8.992250966410216777e-13 -3.142164746216650101e-09 -2.559575901063798071e-11 1.432517470981687240e-12 1.527226090366517783e-12 -1.165226812178391129e-13 -1.248470257428605375e-13
5.011872336272725192e+01 1.593227441327859615e-08 -2.006707206198576849e-10 2.143683831243660840e-12 -8.832210941967148631e-13 5.809638559525246522e-13 4.504776196951931474e-13 -1.768397721986708737e-09 -3.040446401248557217e-11 1.207896269254951556e-12 1.357898666996664008e-12 -5.528390245590486529e-14 -5.364297257218291576e-14
5.623413251903490817e+01 1.006806276953864188e-08 -2.619108144130222351e-10 -1.364960136289629050e-11 -1.115244219834467522e-12 2.111736348344416038e-13 2.253377991874239865e-13 -9.945702127653796771e-10 -3.522347430230925685e-11 -1.749834600649601189e-12 1.184503815164563658e-12 -2.457912517631577737e-14 -2.383547968459577958e-14
6.309573444801936404e+01 6.359972191455166978e-09 -3.288400997634727751e-10 -2.433553231728560247e-11 -1.336112006494996918e-12 1.042011624751102544e-13 1.127262036074189071e-13 -5.590172164555199310e-10 -3.943125219905052478e-11 -3.367286647535185515e-12 9.886274966991623923e-13 -1.145271309031872201e-14 -1.067034091447297266e-14
7.079457843841380793e+01 4.015604225709528410e-09 -4.000986048918458078e-10 -2.553909265380008823e-11 -1.549508201740654479e-12 5.024141555551446731e-14 5.639504072338402523e-14 -3.150360885253642196e-10 -4.275706919983724336e-11 -3.270734618237190610e-12 7.970695061072661818e-13 -5.858710793732403031e-15 -4.807178989307935023e-15
7.943282347242821118e+01 2.536451056248101506e-09 -4.678164940601348918e-10 -2.650703264557231090e-11 -1.757864139141180164e-12 2.190830459728818395e-14 2.819543531132532630e-14 -1.772990445328057363e-10 -4.444992744341114528e-11 -3.374862545639855743e-12 6.158940244493706605e-13 -4.067359760326927559e-15 -2.194393401862158948e-15
8.912509381337459047e+01 1.600881005611075322e-09 -2.985061097308452872e-12 -3.242284197845097766e-11 -1.642942760660786167e-12 8.228607453606772912e-15 1.406706317059296670e-14 -1.006998390064556174e-10 -1.846364095717888184e-13 1.678549048930639532e-11 6.177742585915700294e-13 -3.144847556186429308e-15 -1.022293009321014740e-15
1.000000000000000000e+02 1.011247137519257091e-09 -3.465441471522717556e-12 -2.145367086676389301e-11 -1.902219593852997885e-13 3.289994216289725035e-16 6.982950674652574098e-15 -5.607794206994329996e-11 -2.353040754542797232e-13 -2.328726870303506910e-12 -1.312276744914950937e-13 -2.934293347354749397e-15 -4.861322345772854965e-16
