# W Re(E=0.1) Re(E=0.2) Re(E=0.5) Re(E=1.0) Re(E=2.0) Re(E=5.0) Im(E=0.1) Im(E=0.2) Im(E=0.5) Im(E=1.0) Im(E=2.0) Im(E=5.0)
1.412537544622753938e+00 -3.262242897199868919e-03 -3.334111665661332324e-03 -3.860828028569139852e-03 -6.004945853022206070e-03 -7.994944974723774272e-03 -1.595339750595432305e-04 -5.806859539066273543e-03 -5.818860307525281633e-03 -5.872355162696834413e-03 -5.502310353604502290e-03 1.844722197648875810e-03 1.655488097430221541e-03
1.584893192461114042e+00 -1.511487188292325035e-03 -1.551873101148789486e-03 -1.851613073609303549e-03 -3.177358027050462917e-03 -6.792055938353240563e-03 -3.813315198544286544e-04 -4.451081236653192663e-03 -4.469758589170646189e-03 -4.589731991989847576e-03 -4.807824591358892015e-03 -4.749782934833750585e-04 1.533615895313164426e-03
1.778279410038922759e+00 -4.971846285251513200e-04 -5.176081909593079587e-04 -6.703006809107638379e-04 -1.377471674397845848e-03 -4.971076072044279016e-03 -5.875968245456694976e-04 -3.222518953413439080e-03 -3.239210745961700142e-03 -3.353595284294050554e-03 -3.715883088275445233e-03 -2.056965922754866016e-03 1.369980165557050517e-03
1.995262314968880846e+00 2.249032687278173403e-05 1.322235003703657885e-05 -5.601938147116279762e-05 -3.851091791107933782e-04 -2.966014396014347507e-03 -7.666456635101409709e-04 -2.227039019058470615e-03 -2.239096748629598732e-03 -2.324116107864778510e-03 -2.635415482653564578e-03 -2.668700919436744600e-03 1.164072765805882620e-03
2.238721138568339875e+00 2.415759735533395925e-04 2.379503959380555457e-04 2.107113601191395146e-04 7.841061492894180847e-05 -1.315098512597539506e-03 -9.047460054483407810e-04 -1.481301014281253669e-03 -1.489056818021692154e-03 -1.544211113008754242e-03 -1.757185755121194390e-03 -2.416571751254886595e-03 9.187628029126382280e-04
2.511886431509582351e+00 2.968389403384010645e-04 2.957336336743684123e-04 2.872759900767020771e-04 2.440311995201120969e-04 -3.255228257714995921e-04 -9.867658441654423174e-04 -9.546853200797678508e-04 -9.592761190374718373e-04 -9.920074859807138327e-04 -1.120514324748444254e-03 -1.744320852614207476e-03 6.417244510175091309e-04
2.818382931264455049e+00 2.746726219835001338e-04 2.745397869250649548e-04 2.733478552938156539e-04 2.648876047747629296e-04 9.287162202355313397e-05 -9.975755477475384096e-04 -5.995228209586103479e-04 -6.020789126158401349e-04 -6.203007036523139946e-04 -6.918325446231859315e-04 -1.090560626414898001e-03 3.472929562067285651e-04
3.162277660168379523e+00 2.241996743663966947e-04 2.243584796501446577e-04 2.253740299829136949e-04 2.278979084262199798e-04 1.996311073079242923e-04 -9.247958557007348365e-04 -3.685620170168489888e-04 -3.699201572369103770e-04 -3.795890919054758519e-04 -4.172572690044384414e-04 -6.309450467913759472e-04 5.832558111787403067e-05
3.548133892335756823e+00 1.702179785495516512e-04 1.704101824638630460e-04 1.717176681907835157e-04 1.762082038467748999e-04 1.863083428654889494e-04 -7.636572693294441062e-04 -2.226751237294155529e-04 -2.233708752397254736e-04 -2.283167702526077089e-04 -2.473797842255868041e-04 -3.523660047345191534e-04 -1.923811219805629795e-04
3.981071705534973137e+00 1.232618926793503861e-04 1.234117511688702167e-04 1.244427258413374456e-04 1.281609615660077458e-04 1.426270617137414729e-04 -5.252275630251309300e-04 -1.326478306502828835e-04 -1.329941264296012116e-04 -1.354529628150214935e-04 -1.448228774216292123e-04 -1.941846175271898884e-04 -3.626609991070743090e-04
4.466835921509634488e+00 8.635417319461332112e-05 8.645378901105127151e-05 8.714079725517647759e-05 8.965026306279834844e-05 1.004511285348058365e-04 -2.498868099091694061e-04 -7.812000054212189359e-05 -7.828846360272995609e-05 -7.948389058351188234e-05 -8.399021511723614496e-05 -1.066738719419481552e-04 -4.080546109288047578e-04
5.011872336272724660e+00 5.905699977544585385e-05 5.911783024172128238e-05 5.953718847037026742e-05 6.107255643309517112e-05 6.782038486357347623e-05 -2.324970218919416085e-05 -4.558438547312815807e-05 -4.566486078367451795e-05 -4.623593668453639913e-05 -4.836796614436603435e-05 -5.866457553244383896e-05 -3.117000851894923832e-04
5.623413251903491172e+00 3.966760313095344954e-05 3.970283453734648203e-05 3.994536227064841404e-05 4.083190732179773404e-05 4.471772707672330347e-05 6.308525857769595418e-05 -2.640246309425948199e-05 -2.644035559108678243e-05 -2.670941356322261952e-05 -2.770501667964719237e-05 -3.234783648005926424e-05 -1.554991207321604850e-04
6.309573444801936049e+00 2.628160525457610763e-05 2.630129008143858009e-05 2.643655954181497694e-05 2.692972072103407778e-05 2.906866789304994819e-05 5.283132027970603896e-05 -1.520139520311874419e-05 -1.521903466671589834e-05 -1.534441165147492885e-05 -1.580495005375339034e-05 -1.789027152703743313e-05 -6.154587294016712661e-05
7.079457843841380438e+00 1.723025185847954990e-05 1.724097214954194889e-05 1.731449996658750298e-05 1.758205607785735954e-05 1.872711406018288415e-05 3.184795339756439593e-05 -8.710599416129272135e-06 -8.718736228791320811e-06 -8.776661689180563299e-06 -8.987882273444525774e-06 -9.922637753342927774e-06 -2.500662396294634830e-05
7.943282347242821118e+00 1.120648745980387801e-05 1.120996176719820755e-05 1.124918282565439782e-05 1.139114564135298992e-05 1.199366698589720613e-05 1.840565519906707021e-05 -5.028857193154071351e-06 -4.975980405497181499e-06 -5.002562248512150456e-06 -5.099410638337023913e-06 -5.517339091917898393e-06 -1.102826279338560748e-05
8.912509381337459402e+00 7.243658094907751255e-06 7.242438562617949728e-06 7.263065514409625153e-06 7.337688823419490388e-06 7.650499414200847236e-06 1.072430381840958961e-05 -2.862315580648586552e-06 -2.831347113583918694e-06 -2.843482818242930002e-06 -2.887366205338702851e-06 -3.074386559226922034e-06 -5.195060687621734720e-06
1.000000000000000000e+01 4.658442557909940656e-06 4.655894569255087215e-06 4.666621053866523555e-06 4.705661262627037299e-06 4.866424959171123650e-06 6.343300149654865221e-06 -1.625155082289841998e-06 -1.607168129328669907e-06 -1.612691397206934022e-06 -1.632454757383051732e-06 -1.716157631845211739e-06 -2.564075860422407534e-06
1.122018454301964141e+01 2.983941235637416119e-06 2.981420812010987770e-06 2.986943143530575565e-06 3.006950383848597711e-06 3.089300639703544822e-06 3.803580049868950178e-06 -9.209124436623941380e-07 -9.105287061319609097e-07 -9.130429095994917964e-07 -9.220330731240077760e-07 -9.593709084118414004e-07 -1.307856082073382211e-06
1.258925411794167459e+01 1.905348305255087563e-06 1.903301367221807898e-06 1.906111462356382041e-06 1.916157224275535386e-06 1.958288009312378947e-06 2.306060217053305726e-06 -5.210288133282626256e-07 -5.150575469769716127e-07 -5.162103566692875392e-07 -5.203576448367416150e-07 -5.369426440962693161e-07 -6.830552810996827129e-07
1.412537544622755448e+01 1.213614828658207826e-06 1.212108145081660130e-06 1.213509511795870878e-06 1.218536824067406906e-06 1.240005854664832394e-06 1.410312765104813450e-06 -2.944175078376762190e-07 -2.909876076687875576e-07 -2.915292060298312255e-07 -2.934688186169857807e-07 -3.008050139161962778e-07 -3.629731430454332522e-07
1.584893192461114175e+01 7.714995900387054234e-07 7.704653789715636837e-07 7.711308094217912464e-07 7.736204903568024569e-07 7.845487793742474113e-07 8.683449918936615335e-07 -1.662013686742242552e-07 -1.642250028210725360e-07 -1.644962290737508440e-07 -1.654032730692192147e-07 -1.686424404309468752e-07 -1.953916265380944353e-07
1.778279410038922848e+01 4.896848573940397978e-07 4.890266786325302166e-07 4.892975740484128116e-07 4.905387714183330944e-07 4.960771319879316382e-07 5.374646435834688031e-07 -9.374816283555435923e-08 -9.259662010612080393e-08 -9.275260063631803170e-08 -9.317025901284852995e-08 -9.460617978319970499e-08 -1.062105919487099444e-07
1.995262314968880801e+01 3.104302656177416210e-07 3.100638426334683322e-07 3.107170364705730851e-07 3.107420874792226430e-07 3.135264240039878582e-07 3.340302899217378884e-07 -5.284674980349729282e-08 -5.215795081315524269e-08 -5.202339259929910484e-08 -5.245295616333648578e-08 -5.309905722680120399e-08 -5.816549147474540287e-08
2.238721138568340052e+01 1.966023095119045321e-07 1.964687182826481910e-07 1.959128932914209950e-07 1.966886229827120352e-07 1.980807434684581421e-07 2.082629443739895296e-07 -2.977536726529273885e-08 -2.934061409673366449e-08 -2.955587550279361569e-08 -2.951998778645259645e-08 -2.981413295424646735e-08 -3.203718211126572126e-08
2.511886431509581996e+01 1.244164875495401136e-07 1.244852364962474623e-07 1.242506134196348569e-07 1.243382140253954971e-07 1.251090488847396521e-07 1.301751042876447054e-07 -1.676964020067803175e-08 -1.646749053125718038e-08 -1.657772014272434821e-08 -1.662257711564594117e-08 -1.674526925674623959e-08 -1.772439262775872867e-08
2.818382931264455138e+01 7.868671930463246947e-08 7.895266882658293058e-08 7.857851661522730303e-08 7.868682160999564174e-08 7.900245557603967587e-08 8.152674620977955907e-08 -9.441760767065426015e-09 -9.200799569425705312e-09 -9.331076672612364850e-09 -9.344267854532522281e-09 -9.407377596662189636e-09 -9.840011333222823621e-09
3.162277660168379256e+01 4.974093911707834874e-08 5.022615075068522994e-08 4.967104414996201113e-08 4.972880900655362309e-08 4.987912290582922843e-08 5.113831694961913164e-08 -5.314640504361257167e-09 -5.090670390728850385e-09 -5.251437700534629065e-09 -5.258218454710600842e-09 -5.286015900436468724e-09 -5.477702833070227470e-09
3.548133892335756912e+01 3.143106947384641448e-08 3.218309670318202529e-08 3.138120230790611109e-08 3.142153720743517557e-08 3.148761646608485601e-08 3.211622232433723279e-08 -2.990944194734243192e-09 -2.755288434152299169e-09 -2.956212695979144218e-09 -2.958305832424391647e-09 -2.970660552943855487e-09 -3.055784163793737622e-09
3.981071705534973404e+01 1.985507524138516847e-08 2.094506627059525412e-08 1.981042528599741210e-08 1.985203652030382782e-08 1.987541004186936397e-08 2.018942041442488639e-08 -1.682958709136380416e-09 -1.416166431235088292e-09 -1.665819658231805982e-09 -1.663961662626251360e-09 -1.669663640157751288e-09 -1.707394079180585799e-09
4.466835921509634488e+01 1.253944383937925970e-08 1.406261166309380195e-08 1.247084623293756792e-08 1.254344490171985219e-08 1.253957290270993431e-08 1.270180664264851065e-08 -9.468594775128309926e-10 -6.349206948151235922e-10 -9.436606281865925612e-10 -9.355457486811579451e-10 -9.405933898915580287e-10 -9.548561680481040264e-10
5.011872336272725192e+01 7.917743779604192303e-09 9.975395944525746474e-09 7.871304352467152248e-09 7.928121517297210785e-09 7.910750753203632086e-09 7.995498204155581474e-09 -5.326611676489652804e-10 -1.682734586298380112e-10 -5.318280711309013755e-10 -5.256219859801668836e-10 -5.292638480945756837e-10 -5.351597140880171545e-10
5.623413251903490817e+01 4.998712649854268990e-09 7.701438657668745773e-09 5.115802739873024735e-09 5.013852747612609160e-09 4.996852064361849765e-09 5.035537015350084967e-09 -2.996296830010949106e-10 1.206208795524345006e-10 -2.821790721877349819e-10 -2.950411664157022122e-10 -2.964859109047617849e-10 -3.000049650463586020e-10
6.309573444801936404e+01 3.155451150447961575e-09 6.566492504156529336e-09 3.380606804915588398e-09 3.175992858610807476e-09 3.153353971772963392e-09 3.172578202347157314e-09 -1.685363894648082150e-10 3.005752361116019937e-10 -1.428637999979817387e-10 -1.650725222079764190e-10 -1.666767719443300573e-10 -1.682805399010510147e-10
7.079457843841380793e+01 1.991694666734456890e-09 6.159812820113647792e-09 2.229210952552139522e-09 2.017556806862134049e-09 1.989984460492620179e-09 1.999450450092364948e-09 -9.479236702511629825e-11 4.139613054158955116e-10 -7.143982545246368186e-11 -9.179649284931623707e-11 -9.368690655497836180e-11 -9.443830711940998134e-11
7.943282347242821118e+01 1.257046336648713884e-09 6.147906414262946893e-09 1.504274346144816145e-09 1.287942476201214898e-09 1.255947138711807508e-09 1.260418851847162676e-09 -5.331684626250687717e-11 4.774472638616381327e-10 -3.184689255982732218e-11 -5.045905552577919395e-11 -5.262037168757448022e-11 -5.301602262148203520e-11
8.912509381337459047e+01 7.933286723652703937e-10 8.232455899496582283e-10 1.056894577944725621e-09 8.222020729460849520e-10 7.926837764825573220e-10 7.947026420173272815e-10 -2.998261704918392134e-11 -2.658751416223789164e-11 -2.397963126195925087e-11 -2.796172287111049313e-11 -2.954821322988724399e-11 -2.976915624899301767e-11
1.000000000000000000e+02 5.006499121590823661e-10 5.366954554146101541e-10 6.989328224411366850e-10 5.039631037970570454e-10 5.004396443682862516e-10 5.011507826922436943e-10 -1.686393392916894410e-11 -1.347865541676012598e-11 -3.349187813772360635e-12 -1.614425095258940665e-11 -1.656211581521324946e-11 -1.671535679947163490e-11
