# WT P(E=0.1) P(E=0.2) P(E=0.5) P(E=1.0) P(E=2.0) P(E=5.0)
3.234907286864737497e+00 9.959681406136802750e-04 1.991936284351245381e-03 4.979840764373827389e-03 9.959681912660466041e-03 1.991936689240647596e-02 4.979847102912861312e-02
3.297117042381366936e+00 9.938213233833897119e-04 1.987642647735376154e-03 4.969106634811579215e-03 9.938213382278128852e-03 1.987642765989237892e-02 4.969108486076745379e-02
3.359326797897996375e+00 9.878296045190122863e-04 1.975659207859147698e-03 4.939147996827016399e-03 9.878295833823349387e-03 1.975659037953151481e-02 4.939145337159712990e-02
3.421536553414625814e+00 9.780161648197385413e-04 1.956032326354518406e-03 4.890080754901941947e-03 9.780161079457493425e-03 1.956031870034488293e-02 4.890073611963965255e-02
3.483746308931255697e+00 9.644189705801534465e-04 1.928837935842682731e-03 4.822094740989551695e-03 9.644188786238173244e-03 1.928837198080319421e-02 4.822083193050639288e-02
3.545956064447885137e+00 9.470906267059951917e-04 1.894181246164760007e-03 4.735452980079884674e-03 9.470905007163743505e-03 1.894180235027438305e-02 4.735437153951149725e-02
3.608165819964514576e+00 9.260981731954922181e-04 1.852196337344447696e-03 4.630490672595790821e-03 9.260980145888208018e-03 1.852195063783351747e-02 4.630470740279511721e-02
3.670375575481144459e+00 9.015228257751406286e-04 1.803045640857265557e-03 4.507613897559840412e-03 9.015226362974443353e-03 1.803044118421102265e-02 4.507590071726495784e-02
3.732585330997773898e+00 8.734596616913252540e-04 1.746919311214268754e-03 4.367298041542588306e-03 8.734594433730423144e-03 1.746917555697578839e-02 4.367270569989933210e-02
3.794795086514403337e+00 8.420172518749773896e-04 1.684034490290925098e-03 4.210085959479198045e-03 8.420170069784474465e-03 1.684032519328843361e-02 4.210055118757427550e-02
3.857004842031032776e+00 8.073172409019639542e-04 1.614634467246464167e-03 4.036585874463297433e-03 8.073169718632762504e-03 1.614632299870313176e-02 4.036551962882839462e-02
3.919214597547662660e+00 7.694938763734874513e-04 1.538987737285678163e-03 3.847469024647634257e-03 7.694935857412175950e-03 1.538985393452789278e-02 3.847432354899815721e-02
3.981424353064292099e+00 7.286934895386126473e-04 1.457386962903112681e-03 3.643467066352243638e-03 7.286931799110700318e-03 1.457384463017429715e-02 3.643427957992704386e-02
4.043634108580921982e+00 6.850739291667334819e-04 1.370147841628728677e-03 3.425369243429687155e-03 6.850736031302139331e-03 1.370145206067994829e-02 3.425328015468308285e-02
4.105843864097550977e+00 6.388039508617780575e-04 1.277607884656602796e-03 3.194019333838207277e-03 6.388036109312581270e-03 1.277605133320667240e-02 3.193976297681516696e-02
4.168053619614180860e+00 5.900625641791786653e-04 1.180125111079587986e-03 2.950312385232596764e-03 5.900622127446798239e-03 1.180122262976472658e-02 2.950267838209530424e-02
4.230263375130810743e+00 5.390383400731796164e-04 1.078076662784225800e-03 2.695191252206594577e-03 5.390379793521540841e-03 1.078073735665669233e-02 2.695145471881618682e-02
4.292473130647439739e+00 4.859286813523104554e-04 9.718573453628840319e-04 2.429642948579505829e-03 4.859283133507913757e-03 9.718543554213520189e-03 2.429596188034151630e-02
4.354682886164069622e+00 4.309390589662896167e-04 8.618781006885483775e-04 2.154694828842061358e-03 4.309386854496789418e-03 8.618750623258624941e-03 2.154647313067764927e-02
4.416892641680698617e+00 3.742822170790301856e-04 7.485644170619093788e-04 1.871410613531262904e-03 3.742818395531097211e-03 7.485613427348664604e-03 1.871362537039581928e-02
4.479102397197328500e+00 3.161773500028047931e-04 6.323546830804751152e-04 1.580886273913953682e-03 3.161769697059130073e-03 6.323515832280128535e-03 1.580837799623049933e-02
4.541312152713958383e+00 2.568492541779820136e-04 5.136984915998838884e-04 1.284245791898989356e-03 2.568488720843885298e-03 5.136953746543809936e-03 1.284197051311294219e-02
4.603521908230587378e+00 1.965274584796534909e-04 3.930549003469242342e-04 9.826368115790459941e-04 1.965270753133510715e-03 3.930517728250236716e-03 9.825879062253281560e-03
4.665731663747217262e+00 1.354453362147843001e-04 2.708906559158297104e-04 6.772261992303176383e-04 1.354449524734312182e-03 2.708875225860632625e-03 6.771772033014324468e-03
4.727941419263847145e+00 7.383920224629864277e-05 1.476783880171053892e-04 3.691955289431725785e-04 7.383881823425960788e-04 1.476752521364445552e-03 3.691464929956091070e-03
4.790151174780476140e+00 1.194739873711510598e-05 2.389478096498637695e-05 5.973651134899437583e-05 1.194701460557905288e-04 2.389164457474790624e-04 5.968746693258143417e-04
4.852360930297106023e+00 -4.999062694983484904e-05 -9.998127051993435156e-05 -2.499536168699680538e-04 -4.999101115631572612e-04 -9.998440625197560321e-04 -2.500026518482243928e-03
4.914570685813735906e+00 -1.117352486263754419e-04 -2.234705140618279632e-04 -5.586767248513144169e-04 -1.117356329197428336e-03 -2.234736484645283294e-03 -5.587257402387453206e-03
4.976780441330364901e+00 -1.730475883464075478e-04 -3.460951937640628314e-04 -8.652384228858040101e-04 -1.730479727427243486e-03 -3.460983262673650567e-03 -8.652874100972646546e-03
5.038990196846994785e+00 -2.336904405785456993e-04 -4.673808985532716524e-04 -1.168452683278319503e-03 -2.336908250455728159e-03 -4.673840282895274333e-03 -1.168501629053041169e-02
5.101199952363624668e+00 -2.934291899078012890e-04 -5.868583975848797301e-04 -1.467146428859837735e-03 -2.934295743144824282e-03 -5.868615230012224314e-03 -1.467195309201363776e-02
5.163409707880253663e+00 -3.520327187171708541e-04 -7.040654556058250149e-04 -1.760164071398187535e-03 -3.520331027873878360e-03 -7.040685741041078846e-03 -1.760212845932017378e-02
5.225619463396883546e+00 -4.092743013369874250e-04 -8.185486212541463226e-04 -2.046371982350388922e-03 -4.092746846086510286e-03 -8.185517288712156406e-03 -2.046420589320124134e-02
5.287829218913512541e+00 -4.649324812024425708e-04 -9.298649813749534964e-04 -2.324662878657863391e-03 -4.649328629939032675e-03 -9.298680725168857394e-03 -2.324711230758528049e-02
5.350038974430142424e+00 -5.187919276259248588e-04 -1.037583874566431552e-03 -2.593960106618381414e-03 -5.187923070114203172e-03 -1.037586941806997037e-02 -2.594008087834259041e-02
5.412248729946772308e+00 -5.706442688696674497e-04 -1.141288557325604355e-03 -2.853221807259805846e-03 -5.706446446642445686e-03 -1.141291591278139651e-02 -2.853269270841363170e-02
5.474458485463401303e+00 -6.202888982961181352e-04 -1.240577816350067709e-03 -3.101444947101106818e-03 -6.202892690504515326e-03 -1.240580805617396559e-02 -3.101491714776652073e-02
5.536668240980031186e+00 -6.675337504753279258e-04 -1.335067520754530971e-03 -3.337669198705422915e-03 -6.675341144821885821e-03 -1.335070451961426624e-02 -3.337715061174687664e-02
5.598877996496661069e+00 -7.121960442496072432e-04 -1.424392108199975041e-03 -3.560980656011509052e-03 -7.121963995599481581e-03 -1.424394966108135513e-02 -3.561025374729177850e-02
5.661087752013290064e+00 -7.541029898780296807e-04 -1.508205999184338876e-03 -3.770515370069887819e-03 -7.541033343280198475e-03 -1.508208766886630359e-02 -3.770558680283109948e-02
5.723297507529919947e+00 -7.930924575265277474e-04 -1.586184934023568156e-03 -3.965462691505119985e-03 -7.930927887735351317e-03 -1.586187593212502051e-02 -3.965504306450463173e-02
5.785507263046549831e+00 -8.290136045170341675e-04 -1.658027227349598634e-03 -4.145068406768882482e-03 -8.290139200836431008e-03 -1.658029758652299415e-02 -4.145108022916055290e-02
5.847717018563178826e+00 -8.617274589083543084e-04 -1.723454935273394236e-03 -4.308637656055332166e-03 -8.617277562337703756e-03 -1.723457318642012542e-02 -4.308674959222714984e-02
5.909926774079808709e+00 -8.911074571517869436e-04 -1.782214930696485004e-03 -4.455537621584360237e-03 -8.911077336477276484e-03 -1.782217145841519593e-02 -4.455572293742181278e-02
5.972136529596438592e+00 -9.170399337410017546e-04 -1.834079882610076782e-03 -4.585199975855196869e-03 -9.170401868513651522e-03 -1.834081909463544657e-02 -4.585231702388624375e-02
6.034346285113067587e+00 -9.394245609618108667e-04 -1.878849135595498949e-03 -4.697123080398372084e-03 -9.394247882233962635e-03 -1.878850954787216615e-02 -4.697151557595538596e-02
6.096556040629697470e+00 -9.581747370405095752e-04 -1.916349486120004194e-03 -4.790873926517011730e-03 -9.581749361435678777e-03 -1.916351079452902062e-02 -4.790898869037096136e-02
6.158765796146326466e+00 -9.732179211894302542e-04 -1.946435852628064771e-03 -4.866089810512147507e-03 -9.732180900354794190e-03 -1.946437203535637817e-02 -4.866110958580006224e-02
6.220975551662956349e+00 -9.844959142531833039e-04 -1.968991836832578723e-03 -4.922479736909125304e-03 -9.844960510084765914e-03 -1.968992930804272512e-02 -4.922496863002478323e-02
