# W Re(E=0.1) Re(E=0.2) Re(E=0.5) Re(E=1.0) Re(E=2.0) Re(E=5.0) Im(E=0.1) Im(E=0.2) Im(E=0.5) Im(E=1.0) Im(E=2.0) Im(E=5.0)
3.548133892335755130e-02 2.614204326735741421e-02 2.520440599791294936e-02 1.955211924717546734e-02 9.196017626278434401e-03 1.621760284722769101e-03 4.537687867897391506e-05 1.687193019041284894e-02 1.575512852913376824e-02 1.038004064167682983e-02 3.445627464548850927e-03 3.782503492088303151e-04 6.600861406275882608e-06
3.981071705534973415e-02 2.484057280144390256e-02 2.398611772005877774e-02 1.884579941767182409e-02 9.017017378991794979e-03 1.607520565132379130e-03 4.518850130234939867e-05 1.849841448218994544e-02 1.734611828822568355e-02 1.147988066020568312e-02 3.832775787782532421e-03 4.220866610973651755e-04 7.363261531416922938e-06
4.466835921509629964e-02 2.321737072083083359e-02 2.249528828795756968e-02 1.797568142158145407e-02 8.794934604367454431e-03 1.589835519540696868e-03 4.495716004828011333e-05 2.024418404050489645e-02 1.900490751478800533e-02 1.264924333463513136e-02 4.254099233420078306e-03 4.703814113100777614e-04 8.204194160477251544e-06
5.011872336272724798e-02 2.124899072830423521e-02 2.068419687384723260e-02 1.690970760946241408e-02 8.520385516174318677e-03 1.567936360230601017e-03 4.467408966610809511e-05 2.201302014454366296e-02 2.069517583564890739e-02 1.387292817319970423e-02 4.708858422802013680e-03 5.233544049460215567e-04 9.128880544913378184e-06
5.623413251903491145e-02 1.888484963410957604e-02 1.850409074352281705e-02 1.561283497944509699e-02 8.182472546472942948e-03 1.540913644803488906e-03 4.432908191820891932e-05 2.374423519209232711e-02 2.236298166198981419e-02 1.512622471437070557e-02 5.194530777296438306e-03 5.811449809185286050e-04 1.014207500258499612e-05
6.309573444801933051e-02 1.607942823174596594e-02 1.590978209045380148e-02 1.404870505847349849e-02 7.768827875753086219e-03 1.507705458487042629e-03 4.391034720879896858e-05 2.535343903011007607e-02 2.393251104923667036e-02 1.637206593377699138e-02 5.706106038086035913e-03 6.437724451840107784e-04 1.124779557963571714e-05
7.079457843841380216e-02 1.280047302279897423e-02 1.286687975937177500e-02 1.218271638182279702e-02 7.265841914589184214e-03 1.467091232258817442e-03 4.340439198462049610e-05 2.672886457430604518e-02 2.530230199346695727e-02 1.755766306623779069e-02 6.235231503995749582e-03 7.110864924273089865e-04 1.244899689981997916e-05
7.943282347242813790e-02 9.040599324524313529e-03 9.362216191836334606e-03 9.986816554459597081e-03 6.659182287763804574e-03 1.417694579702473683e-03 4.279592287462535876e-05 2.772981854558223547e-02 2.634316162567557768e-02 1.861182578470492108e-02 6.769207118654316582e-03 7.827067576359142756e-04 1.374718181087379087e-05
8.912509381337459236e-02 4.832277782483751678e-03 5.417609564989033302e-03 7.446655955523403397e-03 5.934714270324867313e-03 1.357999730959002019e-03 4.206778908779114373e-05 2.818934042057535602e-02 2.689963787749595492e-02 1.944280829933989208e-02 7.289894391563843737e-03 8.579513706655715046e-04 1.514194968068515355e-05
1.000000000000000056e-01 2.650935747044837003e-04 1.106182285366218328e-03 4.571199392423284588e-03 5.079981374755763654e-03 1.286387033115472551e-03 4.120097485264890067e-05 2.792373283709583681e-02 2.679751623081910727e-02 1.993854910019456084e-02 7.772634931119505770e-03 9.357558197892135382e-04 1.663047649041117214e-05
1.122018454301963591e-01 -4.497587196786689313e-03 -3.431094541334371844e-03 1.404599292976788961e-03 4.086345713123366689e-03 1.201193877787329941e-03 4.017465971306587879e-05 2.675170925202322025e-02 2.586004915268859047e-02 1.997071968755947252e-02 8.185405567139349137e-03 1.014584705181758705e-03 1.820691719218880768e-05
1.258925411794167559e-01 -9.207662835816558464e-03 -7.973069567987664877e-03 -1.961306817381473170e-03 2.951929553594426214e-03 1.100808139252952046e-03 3.896637565518430637e-05 2.452489908020513351e-02 2.393495309640535085e-02 1.940487530277030387e-02 8.488471549157449586e-03 1.092341553352762194e-03 1.986172116712021446e-05
1.412537544622754770e-01 -1.353426151660031516e-02 -1.221657557090967405e-02 -5.375803103942464189e-03 1.685312034488668223e-03 9.838015663808426930e-04 3.755230121736812145e-05 2.116874180781419187e-02 2.091314162906835611e-02 1.811795573526969044e-02 8.634998120149894874e-03 1.166284975532585555e-03 2.158086183863395014e-05
1.584893192461114264e-01 -1.708647608040505736e-02 -1.578997528679311826e-02 -8.624641483618755017e-03 3.098305245361345048e-04 8.491097043274798209e-04 3.590773303360515674e-05 1.672818531830190872e-02 1.684085394852363748e-02 1.602475327108272840e-02 8.573132397390307094e-03 1.232962713436314790e-03 2.334499898552199943e-05
1.778279410038922925e-01 -1.946226678926098880e-02 -1.830317754292662760e-02 -1.143741397113496802e-02 -1.131994163023030938e-03 6.962636771000632174e-04 3.400777159815569778e-05 1.140688280765299323e-02 1.186818268708980662e-02 1.311029656097185622e-02 8.250178767665122814e-03 1.288180857789179411e-03 2.512859271484047934e-05
1.995262314968879735e-01 -2.032223533503034821e-02 -1.940810529440030463e-02 -1.351210555996396404e-02 -2.574762844726436340e-03 5.256750990980368216e-04 3.182826870031373615e-05 5.583978863485190326e-03 6.328177600017637940e-03 9.464532587834710922e-03 7.619383051430926763e-03 1.327029986612234154e-03 2.689898625248969937e-05
2.238721138568340041e-01 -1.947662852356004531e-02 -1.888444031227572151e-02 -1.456070948963860204e-02 -3.928586872825277736e-03 3.389694314338425360e-04 2.934711432542203244e-05 -2.076387563537838098e-04 7.121854329800993101e-04 5.307523522267575296e-03 6.649637509015042698e-03 1.343996680391781624e-03 2.861548563440521724e-05
2.511886431509580686e-01 -1.696315480199594994e-02 -1.672042641315331715e-02 -1.437297267778397253e-02 -5.081373171104940252e-03 1.393530183941818674e-04 2.654593774997745977e-05 -5.350762953012872837e-03 -4.387779759060073115e-03 9.927054565024360892e-04 5.337752135872069967e-03 1.333194491640791015e-03 3.022852325996902106e-05
2.818382931264454827e-01 -1.308729718177716918e-02 -1.316312751349641916e-02 -1.288611619303455316e-02 -5.907127661736248127e-03 -6.801598711530814528e-05 2.341230318181790335e-05 -9.255750097381986244e-03 -8.381464792812421544e-03 -3.023996199048036883e-03 3.721962643228626279e-03 1.288752483891924790e-03 3.167901040078951590e-05
3.162277660168379412e-01 -8.400847213638890781e-03 -8.711822894682684851e-03 -1.024054620745186786e-02 -6.282172261328816155e-03 -2.757038644003619705e-04 1.994242273706024485e-05 -1.149179591370996095e-02 -1.080888804042097646e-02 -6.255439796907697608e-03 1.893831551592540423e-03 1.205400356567248301e-03 3.289803041555278287e-05
3.548133892335754713e-01 -3.610057983943703707e-03 -4.041126247955439954e-03 -6.796325314992319316e-03 -6.109985710998676670e-03 -4.738042484453971548e-04 1.614450678834619573e-05 -1.190044026913775720e-02 -1.146024918372644599e-02 -8.287166067258168109e-03 3.934206826297280132e-06 1.079281420655122791e-03 3.380704732164618458e-05
3.981071705534973137e-01 5.715381044123291673e-04 1.369760871851599139e-04 -3.090154848679898397e-03 -5.352736529397830560e-03 -6.499817807107346633e-04 1.204250659825605203e-05 -1.065136655333677115e-02 -1.044620739325895567e-02 -8.889845653080492849e-03 -1.744743349497242116e-03 9.090039616398522997e-04 3.431888216852324770e-05
4.466835921509632601e-01 3.587339476148126722e-03 3.238077030414722619e-03 2.711867297963737526e-04 -4.063264959590588005e-03 -7.899099424228818011e-04 7.680945809092155555e-06 -8.213210560778970437e-03 -8.186440697994831761e-03 -8.103038596669623339e-03 -3.121807014162929824e-03 6.968991438284634181e-04 3.433985208908127093e-05
5.011872336272724660e-01 5.167673048691675923e-03 4.946411946227162980e-03 2.759775397375889040e-03 -2.405937812156540723e-03 -8.782885705214773554e-04 3.129335945693554068e-06 -5.238238355617238877e-03 -5.308639184825739328e-03 -6.251419249180555776e-03 -3.915897802591129621e-03 4.503787095374946529e-04 3.377343346760459394e-05
5.623413251903490728e-01 5.379329296308117334e-03 5.272781005971724673e-03 4.072128563583755564e-03 -6.507043067929999631e-04 -9.006387776888615969e-04 -1.512738461692541980e-06 -2.391392795667655891e-03 -2.479255353126932297e-03 -3.871593058450159205e-03 -3.997820909122066710e-03 1.831685791205637246e-04 3.252580008618749248e-05
6.309573444801933606e-01 4.573223900686233453e-03 4.548950147280486807e-03 4.213300544776485759e-03 8.738456455518547493e-04 -8.460278758632423486e-04 -6.111257776684785881e-06 -1.792018611609413111e-04 -2.345423676095163053e-04 -1.560331968744912718e-03 -3.383145123795503958e-03 -8.397318553766290117e-05 3.051401823072667449e-05
7.079457843841380216e-01 3.247225582855975574e-03 3.257230549088872742e-03 3.476404731252190957e-03 1.870350074332427807e-03 -7.107270019089483417e-04 -1.049487374654601474e-05 1.160484188612795776e-03 1.154405414323309443e-03 2.046638177233998728e-04 -2.264078511207156998e-03 -3.236542153366051976e-04 2.767704417974143139e-05
7.943282347242817121e-01 1.877813079275488179e-03 1.884767220138069098e-03 2.317132064712764620e-03 2.182291156872792799e-03 -5.024716310483177614e-04 -1.445462619818459306e-05 1.668780725816552827e-03 1.700834067150847409e-03 1.197792483330542947e-03 -9.771828554433449002e-04 -5.041703106920042074e-04 2.399001801974521715e-05
8.912509381337458958e-01 7.885499840007770614e-04 7.756488239023249295e-04 1.175919828265688119e-03 1.870945876041761862e-03 -2.443901915818029761e-04 -1.774815036875585506e-05 1.580741255493105278e-03 1.627502773425122413e-03 1.470829009596544366e-03 1.061766947387425086e-04 -5.946470184293547361e-04 1.948162495833593503e-05
1.000000000000000000e+00 1.026801549589308996e-04 7.146810005820208108e-05 3.344926945499497616e-04 1.198988818842133212e-03 2.326658557933569994e-05 -2.011024588793976217e-05 1.193493839071388873e-03 1.234297945727067924e-03 1.264535585022626705e-03 7.310346926124811290e-04 -5.736026043616221501e-04 1.425409601247039548e-05
1.122018454301964230e+00 -2.190960667979532949e-04 -2.579472474112338770e-04 -1.297548166464974873e-04 5.028462407606057233e-04 2.465977072461363138e-04 -2.127418004412083390e-05 7.521710127132444574e-04 7.768883281875988344e-04 8.639090876199183181e-04 8.645433254146812647e-04 -4.403834818535638600e-04 8.502956868800449922e-06
1.258925411794167504e+00 -2.962595431078672158e-04 -3.321335621109653313e-04 -2.905309350704084171e-04 2.320388850168006453e-05 3.703841677997722561e-04 -2.100306672458828272e-05 3.961591200300005190e-04 4.048211255419268220e-04 4.803393527139698306e-04 6.739117825344404780e-04 -2.262299640040806004e-04 2.536083640539606261e-06
1.412537544622753938e+00 -2.522091108497384973e-04 -2.792847727690316853e-04 -2.770397311532049036e-04 -1.843628426208559915e-04 3.611474117590180257e-04 -1.913768178459497008e-05 1.664524924934333351e-04 1.644610914793215642e-04 2.101453880590830920e-04 3.885811016965153974e-04 2.864549822733933244e-06 -3.219625527878244429e-06
1.584893192461114042e+00 -1.733341258822541963e-04 -1.907398987199757361e-04 -1.994435212664380757e-04 -2.031873116539800121e-04 2.348402379285512316e-04 -1.565708487127396884e-05 4.495319935875220481e-05 3.831549198518139656e-05 5.983885122957709944e-05 1.628468303694797657e-04 1.636720217745719875e-04 -8.227805539844981538e-06
1.778279410038922759e+00 -1.030871358779184114e-04 -1.127972990837690061e-04 -1.208577530057969426e-04 -1.457078774651350767e-04 6.687938380992944376e-05 -1.075139539351616558e-05 -6.008235493285077649e-06 -1.316663445626100210e-05 -5.228074160591445247e-06 3.821792115355378126e-05 2.005167894254890923e-04 -1.188019981127355314e-05
1.995262314968880846e+00 -5.459354450564345195e-05 -5.942395422356312469e-05 -6.422307259630487448e-05 -8.331222297562681795e-05 -4.737589945535591234e-05 -4.894295821038843945e-06 -2.000158960350184218e-05 -2.473054352062539673e-05 -2.371065107977886791e-05 -1.048818409904175855e-05 1.335567849017456560e-04 -1.358448379006652934e-05
2.238721138568339875e+00 -2.602019556914456294e-05 -2.812158208443596368e-05 -3.039604814748618958e-05 -4.058218092970323869e-05 -7.081842428113728093e-05 1.123848470067001792e-06 -1.874708177475025922e-05 -2.225307387823478644e-05 -2.260938397161099989e-05 -2.054365489523533105e-05 4.632762332692832714e-05 -1.290388405762882996e-05
2.511886431509582351e+00 -1.111007507458635236e-05 -1.183413063187202948e-05 -1.276832874457190424e-05 -1.723029125344829255e-05 -4.524625294144725396e-05 6.212475854448315159e-06 -1.336859748314641523e-05 -1.564488591619411122e-05 -1.612977213567612071e-05 -1.687881751889596296e-05 -6.018370538151140441e-07 -9.760866075312332258e-06
2.818382931264455049e+00 -4.123507829881546909e-06 -4.257894077714038543e-06 -4.597316522831620778e-06 -6.294016163284605273e-06 -1.947469043937480172e-05 9.153749573224194652e-06 -8.317850918488843527e-06 -9.669056428043581764e-06 -9.991967109659854990e-06 -1.090906373669587996e-05 -1.104699463516244100e-05 -4.673631866834380605e-06
3.162277660168379523e+00 -1.194619042714519942e-06 -1.128719563174610563e-06 -1.240924190787967146e-06 -1.806986058419146264e-06 -6.414388202318081335e-06 8.971799155025116877e-06 -4.749857547985027630e-06 -5.501808232734478146e-06 -5.667698828174274857e-06 -6.247765355030106442e-06 -8.517533788573263787e-06 1.059653523175369553e-06
3.548133892335756823e+00 -1.303420208673490687e-07 -2.734254010293382372e-08 -5.859239240545663804e-08 -2.227734734325221024e-07 -1.555904094402355080e-06 5.555147772876874389e-06 -2.554227841334953381e-06 -2.953126532503654096e-06 -3.031394180075692940e-06 -3.324532389843250696e-06 -4.774341437240160562e-06 5.425454947220409115e-06
3.981071705534973137e+00 1.678562559163175586e-07 2.536736309571315141e-07 2.472094605346996608e-07 2.096440974021161090e-07 -1.083506318576253987e-07 3.860291879389567598e-07 -1.313526350394548454e-06 -1.517616210093236751e-06 -1.551604146041850312e-06 -1.684392941974484550e-06 -2.367526273747996695e-06 6.354067523288066483e-06
4.466835921509634488e+00 1.940949206226325249e-07 2.529554430395275302e-07 2.529449672401364401e-07 2.492829699250151840e-07 1.986869790142524817e-07 -3.307515945230914120e-06 -6.525319888388952823e-07 -7.540789053415063582e-07 -7.681119598146324279e-07 -8.242586279215383287e-07 -1.109069150018457488e-06 3.376036562097932907e-06
5.011872336272724660e+00 1.470534451222117264e-07 1.836112855220086611e-07 1.847913913395821978e-07 1.874379677165701269e-07 1.928011925344838401e-07 -2.837157834583600890e-06 -3.153203770696648451e-07 -3.647252982303883568e-07 -3.704383856032082054e-07 -3.930657479104886747e-07 -5.045837663588659282e-07 -3.871452822072919453e-07
5.623413251903491172e+00 9.550864808873110059e-08 1.168832500404725796e-07 1.179808547898268592e-07 1.208769930749448453e-07 1.309023296383115010e-07 -6.531626162631480106e-07 -1.489228432541041956e-07 -1.724947914153638278e-07 -1.749200178849578311e-07 -1.837230597315852276e-07 -2.258020256870744915e-07 -1.077856462364512498e-06
6.309573444801936049e+00 5.715652614293383994e-08 6.917586835405954145e-08 6.997677200729272734e-08 7.174749810006768534e-08 7.827898297197963418e-08 3.483128897139081253e-08 -6.895938715546048635e-08 -7.999309754195895826e-08 -8.115421181709379785e-08 -8.447629930228426851e-08 -9.998927878317146612e-08 -4.495810041874838827e-07
7.079457843841380438e+00 3.250440990004434455e-08 3.909290723983453172e-08 3.963109642052979258e-08 4.046394224144102309e-08 4.395441571295597728e-08 7.106817648361740659e-08 -3.136665844552603819e-08 -3.642085258244428431e-08 -3.707425094316391281e-08 -3.835332483287214136e-08 -4.392092466233717052e-08 -1.469309205246830265e-07
7.943282347242821118e+00 1.916379745606705822e-05 2.140954337245883076e-08 2.176060667796467359e-08 2.215760800320563563e-08 2.380138562010043232e-08 4.046439638150105672e-08 -1.545927580118261452e-05 -1.627760254693277138e-08 -1.669144157543510371e-08 -1.714749370219087537e-08 -1.914826464138050302e-08 -4.899772953086148451e-08
8.912509381337459402e+00 1.290956917951899841e-05 1.146814811717013845e-08 1.168243516611402318e-08 1.186304512833096037e-08 1.259807285539751954e-08 2.000359379511012301e-08 -8.867848479734625987e-06 -7.128847842074683272e-09 -7.408886863749382775e-09 -7.571468684143147125e-09 -8.278894570028242455e-09 -1.718636674626292318e-08
1.000000000000000000e+01 8.567947769806695242e-06 6.045706564098624288e-09 6.169285807458871019e-09 6.151220369475999669e-09 6.567010876172422557e-09 9.608468205121476620e-09 -5.051461463095048436e-06 -3.048035387068956317e-09 -3.238538871618411540e-09 -3.272535850667726529e-09 -3.542812931636691111e-09 -6.273458285556111951e-09
1.122018454301964141e+01 5.622923615287581865e-06 3.150198160999363026e-09 3.217674856207573195e-09 3.254016614090305862e-09 3.386695112357755739e-09 4.603442403117824382e-09 -2.859361633605619396e-06 -1.263892902602763047e-09 -1.390467903633234100e-09 -1.335878560686245930e-09 -1.495562936419573761e-09 -2.347315148513459888e-09
1.258925411794167459e+01 3.658622622428238798e-06 1.626968714648306565e-09 1.662372947493204368e-09 1.750706701763766644e-09 1.732953793578298984e-09 2.215033184720822793e-09 -1.608784351611190220e-06 -5.023905178008493511e-10 -5.835867235004620029e-10 -4.713653131182774430e-10 -6.194827801171464476e-10 -8.871393181621978975e-10
1.412537544622755448e+01 2.364807518707865600e-06 8.339703775007824530e-10 8.526896819265614465e-10 8.628941129423641696e-10 8.814942419571247254e-10 1.071814253431206758e-09 -8.996354266604338179e-07 -1.876275194068517812e-10 -2.373655771387096095e-10 -2.188649184878898302e-10 -2.495971149097930766e-10 -3.334948833369681635e-10
1.584893192461114175e+01 1.520685049656120807e-06 4.234676509835288762e-10 4.350948480765375234e-10 4.427026699881771433e-10 4.463031494163659897e-10 5.213231797374536132e-10 -4.997610411314436190e-07 -6.330023139319327450e-11 -9.204024121514197721e-11 -7.569618089658013484e-11 -9.637367911408893445e-11 -1.222410516671214760e-10
1.778279410038922848e+01 9.739529870040731088e-07 2.108553667835205300e-10 2.432744759215201563e-10 2.245489852013123334e-10 2.250638733140666516e-10 2.546517037657323133e-10 -2.755263564057316894e-07 -1.800763196423646254e-11 -2.223476232615266353e-10 -2.510540620277490215e-11 -3.463085009902336835e-11 -4.234110061286917392e-11
1.995262314968880801e+01 6.218263533488785863e-07 9.936332165326621603e-11 1.883996385054325070e-10 1.129404847284562653e-10 1.131277139755878967e-10 1.247818555905440649e-10 -1.505128667465125922e-07 -4.214433395225831159e-12 -7.819763758413168240e-11 -9.472651486091065930e-12 -1.074913370634599150e-11 -1.291316971697588341e-11
2.238721138568340052e+01 3.960285410199284433e-07 3.847070677310635974e-11 5.573304774919464376e-11 5.767789300265029964e-11 5.668212202591513759e-11 6.127411915347977450e-11 -8.126761777278707881e-08 -2.225083428839557131e-12 -2.110681266728560994e-12 -3.039150889146122273e-12 -2.174416587380105246e-12 -2.702728082086011855e-12
2.511886431509581996e+01 2.517302220450527853e-07 1.989713938959648101e-12 2.672021812075840679e-11 2.335053615502475688e-11 2.831161255776319892e-11 3.012143343453975564e-11 -4.320416411868033423e-08 -4.299881408027658650e-12 1.956630677062157026e-13 4.190668714133747665e-13 4.904629370405920381e-13 4.062509111071728801e-13
2.818382931264455138e+01 1.597621918436152780e-07 -2.421421766306960842e-11 1.200315804190160252e-11 1.153447746290494741e-11 1.409389014236355737e-11 1.480848146624650169e-11 -2.247726894599842336e-08 -7.731542304068905176e-12 6.958042503005218791e-13 2.352320758422867406e-12 1.030254127334461345e-12 1.047810990888200976e-12
3.162277660168379256e+01 1.012702551248932394e-07 -4.825947308477923001e-11 5.255153659803572121e-12 5.080968298559081398e-12 6.988805483978973048e-12 7.273573030600681403e-12 -1.133043054319431722e-08 -1.163166441602369274e-11 8.216178012970534601e-13 2.735647242289051803e-12 9.087268547658290745e-13 9.380675520853203651e-13
3.548133892335756912e+01 6.413200261821444990e-08 -7.489356253647481107e-11 2.687616433379705706e-12 1.877693982641634370e-12 3.449032595024646933e-12 3.565469263461076164e-12 -5.432659272936505225e-09 -1.578297792239591131e-11 8.558698304528157624e-13 2.505364452752086730e-12 6.536190043549984119e-13 6.752544496714901670e-13
3.981071705534973404e+01 4.058161589028880764e-08 -1.076603431529220857e-10 2.223822937540761454e-12 2.884979935863092524e-13 1.782317269491653309e-12 1.742562814045764696e-12 -2.383255858888721789e-09 -2.026062554801129355e-11 9.053791819667930542e-13 2.109518830244856824e-12 4.564814560451623551e-13 4.422377922609674411e-13
4.466835921509634488e+01 2.566303963267525774e-08 -1.494811784496943411e-10 -7.056717696433970389e-13 -5.130458978788473620e-13 9.735843853839010295e-13 8.455408620475361863e-13 -8.623327574560665653e-10 -2.513545614770551954e-11 3.603893861005003130e-13 1.724108754553744884e-12 2.758182159015988772e-13 2.685341723242732773e-13
5.011872336272725192e+01 1.622030584353953219e-08 -2.014340927099642402e-10 -6.528837254929997162e-12 -9.309409592903298228e-13 3.925288382657925726e-13 4.094719708874596400e-13 -1.442809018573818441e-10 -3.009444659920456661e-11 -4.488906496238870645e-13 1.397359400907066219e-12 1.584888195655107106e-13 1.630352076884687911e-13
5.623413251903490817e+01 1.024877028806954348e-08 -2.665195986731557712e-10 -1.411358787677902582e-11 -1.144856697239503763e-12 1.873986525805215583e-13 1.963064405117418274e-13 1.623804226394051953e-10 -3.540918417937855331e-11 -1.203028875638080108e-12 1.128550773184890597e-12 9.235300230829374084e-14 9.508936370978761769e-14
6.309573444801936404e+01 6.472638891812914701e-09 -3.412908576191886215e-10 -2.751959637205740142e-11 -1.228532857471550935e-12 8.709683526171890379e-14 9.306672834750964681e-14 2.648081149298535511e-10 -4.004420214012896515e-11 -2.659412843957055768e-12 9.010916325533767207e-13 5.232674854472313546e-14 5.430175297315055696e-14
7.079457843841380793e+01 4.086975433184089075e-09 -4.294908745961203313e-10 -3.288893184884221003e-11 -1.179074813410084562e-12 3.777652768067475825e-14 4.347332572862243657e-14 2.727706674393866923e-10 -4.438165491056948286e-11 -2.945731667392861333e-12 6.979238419314460651e-13 2.876504727480773210e-14 3.046066879478801161e-14
7.943282347242821118e+01 2.578508553388982931e-09 -4.459690527133589458e-12 -3.532307178466092093e-11 -1.097272193176922247e-12 1.298090249324202457e-14 1.990065517766798310e-14 2.422996484420554877e-10 -3.743181163818765079e-13 -2.685473405806375539e-12 4.818744413393906023e-13 1.549097758759312657e-14 1.680447007068927183e-14
8.912509381337459047e+01 1.627809400718981874e-09 -1.301304264685123115e-11 -2.279487799012374577e-11 -1.130904651244081475e-12 -2.812718725208269052e-15 8.867525237201779435e-15 1.984386252677785685e-10 -9.872680574603150633e-13 -1.470805875331928144e-12 2.125499996030513146e-13 8.226608338440743926e-15 9.131714790274231873e-15
1.000000000000000000e+02 1.024978541260856333e-09 -2.122700795347317031e-11 1.670820110429332674e-12 -1.064552173894906882e-12 -1.859346504286029652e-14 3.911262609170389598e-15 1.575025863307179296e-10 -1.430717480681861161e-12 2.808754329229901047e-13 1.110025163096015465e-13 5.686955994130738736e-15 4.942662604833566972e-15
