# WT P(E=0.1) P(E=0.2) P(E=0.5) P(E=1.0) P(E=2.0) P(E=5.0)
1.804082909982257288e+00 6.019457311360643104e-02 1.203268819732010442e-01 2.993692545728258159e-01 5.768529895122374018e-01 8.305723371519839748e-01 9.316354736880295695e-01
1.866292665498886949e+00 6.237600338779181880e-02 1.246426674523295336e-01 3.092942207160660484e-01 5.894901429021144335e-01 8.288424056179160004e-01 9.306556711344788901e-01
1.928502421015516388e+00 6.431563999179788771e-02 1.284724247247032713e-01 3.179607032417832713e-01 5.994022432457880578e-01 8.263530660403201056e-01 9.291499585564871877e-01
1.990712176532146049e+00 6.600602697002688757e-02 1.318017353038843376e-01 3.253430683438017779e-01 6.066940296356602147e-01 8.231201681737163600e-01 9.275334933191962117e-01
2.052921932048775489e+00 6.744068749410291053e-02 1.346182375065887171e-01 3.314227603289255919e-01 6.114936627216913667e-01 8.191249127170145972e-01 9.253189144903496421e-01
2.115131687565405372e+00 6.861414672703780582e-02 1.369116559656565479e-01 3.361879765165086686e-01 6.139411165275524551e-01 8.143255809508881393e-01 9.229253779042235761e-01
2.177341443082034811e+00 6.952195036494403235e-02 1.386738193309381140e-01 3.396332361012808221e-01 6.141773507910530672e-01 8.086627044899349359e-01 9.198138807092726132e-01
2.239551198598664250e+00 7.016067887754130761e-02 1.398986669027055540e-01 3.417588691912980536e-01 6.123354177797010189e-01 8.020609451633082809e-01 9.164116779292157400e-01
2.301760954115293689e+00 7.052795749842212525e-02 1.405822451007834040e-01 3.425704559373163871e-01 6.085341036244362733e-01 7.944295030890485831e-01 9.121060871701700545e-01
2.363970709631923572e+00 7.062246204144000117e-02 1.407226947891371538e-01 3.420782470279655207e-01 6.028741747361022751e-01 7.856618078434894903e-01 9.073232060454357040e-01
2.426180465148553012e+00 7.044392064063928482e-02 1.403202305462091792e-01 3.402965957917071238e-01 5.954369219028983196e-01 7.756350903271596042e-01 9.013507478477823520e-01
2.488390220665182451e+00 6.999311152708555250e-02 1.393771129942505127e-01 3.372434289695113718e-01 5.862845026377268010e-01 7.642100579769072199e-01 8.945853304388885485e-01
2.550599976181812334e+00 6.927185696709249607e-02 1.378976152772346808e-01 3.329397783809671107e-01 5.754615459451308812e-01 7.512310560275083926e-01 8.861850650362566029e-01
2.612809731698441773e+00 6.828301349269329246e-02 1.358879847099406235e-01 3.274093898134198266e-01 5.629975461514833412e-01 7.365268683315854270e-01 8.764569541476079362e-01
2.675019487215071212e+00 6.703045855710509926e-02 1.333564005157805710e-01 3.206784191563306630e-01 5.489096779825113348e-01 7.199124766740570003e-01 8.643906526926186107e-01
2.737229242731700651e+00 6.551907374594638511e-02 1.303129284349013872e-01 3.127752196551059627e-01 5.332057728618678771e-01 7.011918349349560708e-01 8.501068537883620380e-01
2.799438998248330535e+00 6.375472466992967990e-02 1.267694728249803837e-01 3.037302186219582034e-01 5.158872850444508051e-01 6.801618183323493438e-01 8.323796138053610738e-01
2.861648753764959974e+00 6.174423765705404354e-02 1.227397267035525708e-01 2.935758773215526030e-01 4.969521410686175700e-01 6.566171789966805949e-01 8.110367000593037279e-01
2.923858509281589413e+00 5.949537335331901711e-02 1.182391200012414267e-01 2.823467242061915572e-01 4.763974115514583718e-01 6.303564021069467671e-01 7.846108840508603244e-01
2.986068264798219296e+00 5.701679733098698882e-02 1.132847661180793469e-01 2.700794492406287661e-01 4.542217755720590056e-01 6.011880374761439105e-01 7.526125914384276250e-01
3.048278020314848735e+00 5.431804779361647240e-02 1.078954067076458856e-01 2.568130456581891874e-01 4.304277667743037217e-01 5.689372469030885560e-01 7.134294383281611918e-01
3.110487775831478174e+00 5.140950045802391427e-02 1.020913544624972302e-01 2.425889849827132516e-01 4.050237986760714115e-01 5.334521036527049009e-01 6.664407804241092581e-01
3.172697531348107614e+00 4.830233068574062844e-02 9.589443354447527157e-02 2.274514113487248190e-01 3.780259696615517195e-01 4.946094451755809196e-01 6.101685662926825682e-01
3.234907286864737497e+00 4.500847293100028457e-02 8.932791719919294660e-02 2.114473418595257392e-01 3.494596517091320687e-01 4.523200188306460978e-01 5.441908786467289927e-01
3.297117042381366936e+00 4.154057756916530730e-02 8.241646201791308357e-02 1.946268607609996371e-01 3.193608717071331204e-01 4.065329486110614843e-01 4.674367358187705435e-01
3.359326797897996375e+00 3.791196516952415746e-02 7.518603826404751667e-02 1.770432964321917990e-01 2.877774960415078187e-01 3.572394590300644879e-01 3.799050706228102037e-01
3.421536553414625814e+00 3.413657827921313948e-02 6.766385566582489020e-02 1.587533714946779417e-01 2.547702270146206538e-01 3.044761066290669338e-01 2.810355061274492638e-01
3.483746308931255697e+00 3.022893079153536611e-02 5.987828409116775080e-02 1.398173176461834089e-01 2.204134184259348983e-01 2.483275744140400199e-01 1.713362689080978607e-01
3.545956064447885137e+00 2.620405498158780502e-02 5.185876856397272916e-02 1.202989480778375864e-01 1.847957198334672646e-01 1.889293918874962452e-01 5.079315004926303334e-02
3.608165819964514576e+00 2.207744630542037359e-02 4.363573815073796408e-02 1.002656815020688819e-01 1.480205600797588339e-01 1.264707247790191613e-01 -7.943944316117829141e-02
3.670375575481144459e+00 1.786500607513848843e-02 3.524050834048425562e-02 7.978851287584912133e-02 1.102064770209478239e-01 6.119768104605430997e-02 -2.186483397262195538e-01
3.732585330997773898e+00 1.358298214182430963e-02 2.670517665596480045e-02 5.894192684404749721e-02 7.148729579659267308e-02 -6.582613405065915017e-03 -3.644793940730104986e-01
3.794795086514403337e+00 9.247907739973897784e-03 1.806251136705924742e-02 3.780375076148709268e-02 3.201215616673617342e-02 -7.649653157275371207e-02 -5.145001124232491119e-01
3.857004842031032776e+00 4.876538671092892768e-03 9.345833324625046901e-03 1.645494491151917871e-02 -8.054613369792643085e-03 -1.480965481401892159e-01 -6.621614766182652989e-01
3.919214597547662660e+00 4.857890294373049499e-04 5.888910912681392289e-04 -5.020671729297876418e-03 -4.853378542418854136e-02 -2.208508775011561176e-01 -7.954819482208266290e-01
3.981424353064292099e+00 -3.907334301081534858e-03 -8.174270289043763724e-03 -2.653676107269358278e-02 -8.923170928216747622e-02 -2.941290935367009696e-01 -8.828509534678952164e-01
4.043634108580921982e+00 -8.285798123892887737e-03 -1.690944637168339745e-02 -4.800487090050349626e-02 -1.299410030457814336e-01 -3.671819649254606799e-01 -9.112598092413944917e-01
4.105843864097550977e+00 -1.263261010077213094e-02 -2.558241556298592248e-02 -6.933490433481882820e-02 -1.704415048122472354e-01 -4.391138607388288539e-01 -9.173285151224299661e-01
4.168053619614180860e+00 -1.693088631381307885e-02 -3.415908569927949417e-02 -9.043565174539024143e-02 -2.105015451989502850e-01 -5.088463680218067164e-01 -9.212208068944005568e-01
4.230263375130810743e+00 -2.116391889481369221e-02 -4.260564395438047602e-02 -1.112153816863582084e-01 -2.498796262600422591e-01 -5.750759306027846129e-01 -9.239565836645108332e-01
4.292473130647439739e+00 -2.531524338138099739e-02 -5.088870893436770598e-02 -1.315824858353300542e-01 -2.883266103269361280e-01 -6.362408637160420488e-01 -9.264843169614336293e-01
4.354682886164069622e+00 -2.936870544596331678e-02 -5.897548369402103724e-02 -1.514461709911096576e-01 -3.255885402650661731e-01 -6.905473698888344725e-01 -9.283466728089596609e-01
4.416892641680698617e+00 -3.330852663548475312e-02 -6.683390830737410970e-02 -1.707171889649943541e-01 -3.614102285873554421e-01 -7.361648743164708186e-01 -9.300215326960874496e-01
4.479102397197328500e+00 -3.711936875567366928e-02 -7.443281055002337609e-02 -1.893085927156121229e-01 -3.955397482875754323e-01 -7.717241531737257798e-01 -9.311924594482304807e-01
4.541312152713958383e+00 -4.078639653580930224e-02 -8.174205320724600710e-02 -2.071365044338218109e-01 -4.277339168243603496e-01 -7.970244713114913448e-01 -9.322060889603406286e-01
4.603521908230587378e+00 -4.429533821653475201e-02 -8.873267651326428862e-02 -2.241208786535217046e-01 -4.577647747421624835e-01 -8.133714192338827864e-01 -9.327893247621255046e-01
4.665731663747217262e+00 -4.763254371558645062e-02 -9.537703425569118987e-02 -2.401862410778563828e-01 -4.854269020610225138e-01 -8.230367715253915639e-01 -9.332411332510186508e-01
4.727941419263847145e+00 -5.078504004357146939e-02 -1.016489221467944959e-01 -2.552623819496671054e-01 -5.105451799927748224e-01 -8.282854597252466977e-01 -9.332937747570895226e-01
4.790151174780476140e+00 -5.374058366401525400e-02 -1.075236971697344501e-01 -2.692849817773408927e-01 -5.329823181105475260e-01 -8.307844129703487734e-01 -9.332233085833245845e-01
4.852360930297106023e+00 -5.648770951831938447e-02 -1.129783867517879514e-01 -2.821961473798843545e-01 -5.526451940949974606e-01 -8.315499048937848858e-01 -9.327539377463441861e-01
4.914570685813735906e+00 -5.901577646660528809e-02 -1.179917867945183829e-01 -2.939448378291048547e-01 -5.694889041447490641e-01 -8.311323611117913401e-01 -9.321623215487733205e-01
4.976780441330364901e+00 -6.131500892884476916e-02 -1.225445477980877662e-01 -3.044871631311839577e-01 -5.835175199855510142e-01 -8.298051913663100354e-01 -9.311428111882035230e-01
5.038990196846994785e+00 -6.337653454660331642e-02 -1.266192485467745321e-01 -3.137865434228465089e-01 -5.947809623439950233e-01 -8.276906552112970328e-01 -9.299848179600382903e-01
5.101199952363624668e+00 -6.519241772325569395e-02 -1.302004570675708572e-01 -3.218137228599158295e-01 -6.033680782374293283e-01 -8.248301036328126168e-01 -9.283397622206170929e-01
5.163409707880253663e+00 -6.675568893869249232e-02 -1.332747788242585329e-01 -3.285466398237654739e-01 -6.093967597752624199e-01 -8.212199901063752527e-01 -9.265242535417146374e-01
5.225619463396883546e+00 -6.806036977248909603e-02 -1.358308923560791470e-01 -3.339701629483401990e-01 -6.130025094052159451e-01 -8.168290871562442490e-01 -9.241236126381870974e-01
5.287829218913512541e+00 -6.910149360618246528e-02 -1.378595728029865797e-01 -3.380757100405590854e-01 -6.143270474372658496e-01 -8.116064343568911710e-01 -9.214916705507265604e-01
5.350038974430142424e+00 -6.987512200978240884e-02 -1.393537039688861334e-01 -3.408607734703309466e-01 -6.135083404393765205e-01 -8.054844937548197858e-01 -9.181220923461117511e-01
5.412248729946772308e+00 -7.037835684908791412e-02 -1.403082797516752578e-01 -3.423283803727769081e-01 -6.106729359363933796e-01 -7.983802225467503400e-01 -9.144157409130596603e-01
5.474458485463401303e+00 -7.060934817804474795e-02 -1.407203959071225419e-01 -3.424865185613064078e-01 -6.059309254558270519e-01 -7.901949732229466283e-01 -9.097406070231034425e-01
5.536668240980031186e+00 -7.056729800361608018e-02 -1.405892332074892004e-01 -3.413475591990934865e-01 -5.993733944310734030e-01 -7.808141464573835622e-01 -9.045441844978543422e-01
5.598877996496661069e+00 -7.025246002918185406e-02 -1.399160331026215176e-01 -3.389277051237658545e-01 -5.910719331563855095e-01 -7.701067119771529690e-01 -8.980275802397172935e-01
5.661087752013290064e+00 -6.966613549599642852e-02 -1.387040669905999501e-01 -3.352464896402250205e-01 -5.810796750302984481e-01 -7.579251570414281547e-01 -8.906656470976879181e-01
5.723297507529919947e+00 -6.881066525096812825e-02 -1.369586001591640845e-01 -3.303263451487865598e-01 -5.694333488661339482e-01 -7.441058758056270372e-01 -8.814451850995190796e-01
5.785507263046549831e+00 -6.768941817307451425e-02 -1.346868513723329941e-01 -3.241922547981199720e-01 -5.561559222927818791e-01 -7.284704849484534561e-01 -8.708125674152205065e-01
5.847717018563178826e+00 -6.630677609060328659e-02 -1.318979489551832807e-01 -3.168714940597473495e-01 -5.412595238361034289e-01 -7.108280180337792631e-01 -8.574887302306462011e-01
5.909926774079808709e+00 -6.466811531783368816e-02 -1.286028840811082041e-01 -3.083934632309769386e-01 -5.247484309775597433e-01 -6.909783435374223792e-01 -8.417928755535695196e-01
5.972136529596438592e+00 -6.277978493325162002e-02 -1.248144617984454363e-01 -2.987896067660538169e-01 -5.066219880346835014e-01 -6.687165795742489038e-01 -8.221344857592119970e-01
6.034346285113067587e+00 -6.064908191300234092e-02 -1.205472501558136067e-01 -2.880934112424645699e-01 -4.868773721564289558e-01 -6.438385876470655855e-01 -7.986007435334006033e-01
6.096556040629697470e+00 -5.828422322361334618e-02 -1.158175276061310793e-01 -2.763404707836978336e-01 -4.655121636716108569e-01 -6.161470590943058934e-01 -7.692933382625453120e-01
6.158765796146326466e+00 -5.569431496808797954e-02 -1.106432286961580719e-01 -2.635686068575179286e-01 -4.425267019635247823e-01 -5.854580509138441746e-01 -7.340732711271455990e-01
6.220975551662956349e+00 -5.288931866990152081e-02 -1.050438878882706817e-01 -2.498180284375278726e-01 -4.179262212597280590e-01 -5.516074034164519801e-01 -6.908903779915853693e-01
