# W Re(E=0.1) Re(E=0.2) Re(E=0.5) Re(E=1.0) Re(E=2.0) Re(E=5.0) Im(E=0.1) Im(E=0.2) Im(E=0.5) Im(E=1.0) Im(E=2.0) Im(E=5.0)
3.981071705534973137e-01 8.608606418065152255e-01 8.536238595486232983e-01 8.057412414984166382e-01 6.764499403265673561e-01 4.611818703895517735e-01 2.226909320247713320e-01 3.414449991701601905e-01 3.347289177167712126e-01 2.939860690773587470e-01 2.089147306158128381e-01 1.134150043905857719e-01 4.101684815461012490e-02
4.466835921509632601e-01 8.316876344671558785e-01 8.254585969043006788e-01 7.834391930525053116e-01 6.641938642928204573e-01 4.563838968224325776e-01 2.215741110799706315e-01 3.701879627379214277e-01 3.633710514189333884e-01 3.213000071814156033e-01 2.299234933123957547e-01 1.246793714766525896e-01 4.477895759203021075e-02
5.011872336272724660e-01 7.976389951869917727e-01 7.924784581753998580e-01 7.568782808757720248e-01 6.494675418136374168e-01 4.507072904632831167e-01 2.202762632511512941e-01 3.984343530423768431e-01 3.916644965298116676e-01 3.490944736574577156e-01 2.522079738740295451e-01 1.367653023060858286e-01 4.881105300371029604e-02
5.623413251903490728e-01 7.585202126175245585e-01 7.544493695871203887e-01 7.256257677832881336e-01 6.318502831565174782e-01 4.440105446070545803e-01 2.187708247815826346e-01 4.252278486869512930e-01 4.186732132178959676e-01 3.766275012900300312e-01 2.755783106000950777e-01 1.496737527691751335e-01 5.312357229400097719e-02
6.309573444801933606e-01 7.143814505178858187e-01 7.113717373100674202e-01 6.893929086148951058e-01 6.108789045192900558e-01 4.361322315502801361e-01 2.170275138043930019e-01 4.494755344768089356e-01 4.433106673995884650e-01 4.029430089301078155e-01 2.997240464300314211e-01 1.633900421319985086e-01 5.772604698740179535e-02
7.079457843841380216e-01 6.655840687119676247e-01 6.635526688519230998e-01 6.481293319619706450e-01 5.860662257676199083e-01 4.268885100881369410e-01 2.150121023240961771e-01 4.700223897438541298e-01 4.644095314770728677e-01 4.268939692522112916e-01 3.241663368368020715e-01 1.778789141692775355e-01 6.262667572869849708e-02
7.943282347242817121e-01 6.128393099376049369e-01 6.116532811513741841e-01 6.021195787854810577e-01 5.569459313770462883e-01 4.160703698068092815e-01 2.126855468725574461e-01 4.857595710525081656e-01 4.808281904552053621e-01 4.472139048484975454e-01 3.481981266455346780e-01 1.930779906647832334e-01 6.783200096852920469e-02
8.912509381337458958e-01 5.572007115767010355e-01 5.566905381847284673e-01 5.520548439426107290e-01 5.231616889772435774e-01 4.034406066585967676e-01 2.100037541575877076e-01 4.957535808176730674e-01 4.915830886435350600e-01 4.626437962450654084e-01 3.708244692351396199e-01 2.088889283656585882e-01 7.334588367271913101e-02
1.000000000000000000e+00 4.999993604715683437e-01 4.999797269504870911e-01 4.990461895690995742e-01 4.846149633902426812e-01 3.887305502944035096e-01 2.069166762134408144e-01 4.993724638498793222e-01 4.959830486417322049e-01 4.721032854435092130e-01 3.907369271788745935e-01 2.251651429175705044e-01 7.916922906229899304e-02
1.122018454301964230e+00 4.427255657431264368e-01 4.430183696638135271e-01 4.445527930661107296e-01 4.416597953853556580e-01 3.716366409989689257e-01 2.033676154026754779e-01 4.963797295314880120e-01 4.937341989294666833e-01 4.748706601171348018e-01 4.063824138514841033e-01 2.416940287070754034e-01 8.529827453709667995e-02
1.258925411794167504e+00 3.868771790528345855e-01 3.873308641371113747e-01 3.902242581419808620e-01 3.952753040170033927e-01 3.518174538521158246e-01 1.992927141713660699e-01 4.869711948853638894e-01 4.849871149864466435e-01 4.707191243113361123e-01 4.161887544449637266e-01 2.581693277837429634e-01 9.172406903235436060e-02
1.412537544622753938e+00 3.338062909459121319e-01 3.343071320162294691e-01 3.376908847115872025e-01 3.470879460366252944e-01 3.288945674667011487e-01 1.946191896111387487e-01 4.717444123854397930e-01 4.703124742797962221e-01 4.599620795240496607e-01 4.189407279568561071e-01 2.741434282563793845e-01 9.843074074139188112e-02
1.584893192461114042e+00 2.845966106029843568e-01 2.850707770867108581e-01 2.883598498404529309e-01 2.991406028735739686e-01 3.024738695638965469e-01 1.892650814620887023e-01 4.516092835318857857e-01 4.506123848541555010e-01 4.433908194567555139e-01 4.141641812098841302e-01 2.889363398137170802e-01 1.053925706862672423e-01
1.778279410038922759e+00 2.399931931160939613e-01 2.404015029568027928e-01 2.432719735062765787e-01 2.534606999502234670e-01 2.722497115148632130e-01 1.831376589008087974e-01 4.276636655550297150e-01 4.269921387630702947e-01 4.221283260175364149e-01 4.022969974674455718e-01 3.014658475335103560e-01 1.125722590747986057e-01
1.995262314968880846e+00 2.003896870761995852e-01 2.007185508143528863e-01 2.030458853193095603e-01 2.116397842545085783e-01 2.383453385638609201e-01 1.761331327460656515e-01 4.010633147776672125e-01 4.006241215219403795e-01 3.974488760254665798e-01 3.845384926836944994e-01 3.100291780302409372e-01 1.199150160303927293e-01
2.238721138568339875e+00 1.658633433973299709e-01 1.661152072329766249e-01 1.679026136606540653e-01 1.746201550827667925e-01 2.019871518412095501e-01 1.681332862491912994e-01 3.729108682244632877e-01 3.726309892704083859e-01 3.706132932279856962e-01 3.624864576617417011e-01 3.124003883700122719e-01 1.273471284177650487e-01
2.511886431509582351e+00 1.362397273078575222e-01 1.364252045104552280e-01 1.377422346741617454e-01 1.427182719441350833e-01 1.658781114592899897e-01 1.590057601375975960e-01 3.441778964703104959e-01 3.440035038725542949e-01 3.427504960992565075e-01 3.377686807133326585e-01 3.069156904757335269e-01 1.347656647360744864e-01
2.818382931264455049e+00 1.111682371403105440e-01 1.113006524472089642e-01 1.122402744969281940e-01 1.157853211899195073e-01 1.330933921824979937e-01 1.486013133360280236e-01 3.156628264629768310e-01 3.155562285702016023e-01 3.147929955162017679e-01 3.118013051421141268e-01 2.939460925078732356e-01 1.420289958844820899e-01
3.162277660168379523e+00 9.019379057669056621e-02 9.028601199904848218e-02 9.093957322540224819e-02 9.339358369531101933e-02 1.053946949111358999e-01 1.367528169430511642e-01 2.879795058308726730e-01 2.879153980561052206e-01 2.874579343988588054e-01 2.856896902857279374e-01 2.757040237348624689e-01 1.489426968594045331e-01
3.548133892335756823e+00 7.281612276483173662e-02 7.287909007927736993e-02 7.332464374455716083e-02 7.498735861578625927e-02 8.296700207632941304e-02 1.232729165844254626e-01 2.615674705068632422e-01 2.615294402035812649e-01 2.612588998633503801e-01 2.602265846395008242e-01 2.547233575661391192e-01 1.552331041913759258e-01
3.981071705534973137e+00 5.853359772287265728e-02 5.857591306991433849e-02 5.887486509551481673e-02 5.998337844558349757e-02 6.516932169992485646e-02 1.079527451097830187e-01 2.367147585947693145e-01 2.366924562388736941e-01 2.365342362919031494e-01 2.359373711253637262e-01 2.329181955394051817e-01 1.605028583534330588e-01
4.466835921509634488e+00 4.687215668401596008e-02 4.690023373037005561e-02 4.709830203268302456e-02 4.782831221774194036e-02 5.115672094710522338e-02 9.056813640557026535e-02 2.135858565231990303e-01 2.135729041245348625e-01 2.134812335086788415e-01 2.131388062814385254e-01 2.114827371575653259e-01 1.641258976023690364e-01
5.011872336272724660e+00 3.740195545432679208e-02 3.742039617556445347e-02 3.755031382199416901e-02 3.802655883151368627e-02 4.014787157583749738e-02 7.107054522264968921e-02 1.922497255231325197e-01 1.922422654312773427e-01 1.921895728145420756e-01 1.919943745015992576e-01 1.910848401750999959e-01 1.648847953851028392e-01
5.623413251903491172e+00 2.974483106377473485e-02 2.975684438586697483e-02 2.984138310020651927e-02 3.014983000398967911e-02 3.149640437739810450e-02 5.123180008709602579e-02 1.727050152120976345e-01 1.727007494458059067e-01 1.726706698839474974e-01 1.725600089596404929e-01 1.720597930252462104e-01 1.603345171852623430e-01
6.309573444801936049e+00 2.357553602909586918e-02 2.358331134665705292e-02 2.363797364136711182e-02 2.383662307069961753e-02 2.468939710697373724e-02 3.564585425462311191e-02 1.549011872924752342e-01 1.548987638694917235e-01 1.548816991518610631e-01 1.548192757227971617e-01 1.545439323935402787e-01 1.497369413693197260e-01
7.079457843841380438e+00 1.861912564189895092e-02 1.862413189602232094e-02 1.865929839342603605e-02 1.878667496845973922e-02 1.932596863364969414e-02 2.534534462635397792e-02 1.387553143735275052e-01 1.387539459495347460e-01 1.387443210777785929e-01 1.387092761803831176e-01 1.385577060113879211e-01 1.364761253785852779e-01
7.943282347242821118e+00 1.464625477247994204e-02 1.464946715048060476e-02 1.467200059037074983e-02 1.475339716020059380e-02 1.509415118359397692e-02 1.849839687156357507e-02 1.241648957782880841e-01 1.241641282026450799e-01 1.241587308691890212e-01 1.241391531079239913e-01 1.240557975491062559e-01 1.230909097620964260e-01
8.912509381337459402e+00 1.146759921567952478e-02 1.146965213340968813e-02 1.148404471743653260e-02 1.153591833701390380e-02 1.175110914443890271e-02 1.372967785892836683e-02 1.110172921315627503e-01 1.110168640101200366e-01 1.110138557248513125e-01 1.110029769007091355e-01 1.109572359291745164e-01 1.104883734580567184e-01
1.000000000000000000e+01 8.928120517731905417e-03 8.929429000320369611e-03 8.938598490352148498e-03 8.971586768262183181e-03 9.107436001144445653e-03 1.028120164080163594e-02 9.919642902945254026e-02 9.919619189776479606e-02 9.919452655657751139e-02 9.918851885669657809e-02 9.916351032287759604e-02 9.892882256371393623e-02
1.122018454301964141e+01 6.901673119771410334e-03 6.902505355666561059e-03 6.908335379629297439e-03 6.929278821844048197e-03 7.015019978263992324e-03 7.721820883925197693e-03 8.858739758349240545e-02 8.858726730762446488e-02 8.858635277949519771e-02 8.858306013224458153e-02 8.856946186710411284e-02 8.844992562632264521e-02
1.258925411794167459e+01 5.286131078232995939e-03 5.286659510891762032e-03 5.290360272554171100e-03 5.303638950902842854e-03 5.357745746808188769e-03 5.788044514054118718e-03 7.907946764207286761e-02 7.907939678892186852e-02 7.907889955341290689e-02 7.907711212439362536e-02 7.906977657560179673e-02 7.900838362565060224e-02
1.412537544622755448e+01 3.999141220650347280e-03 3.999476294981539268e-03 4.001822397913592198e-03 4.010233053882240883e-03 4.044372287015191199e-03 4.308477660624514087e-03 7.056794387377497701e-02 7.056790583740914224e-02 7.056763895689448229e-02 7.056668085898736009e-02 7.056276804662997559e-02 7.053121982606062879e-02
1.584893192461114175e+01 2.974502540062465197e-03 2.974714772661496247e-03 2.976200529959308234e-03 2.981522896898774772e-03 3.003061550656885986e-03 3.166156539082022776e-03 6.295519532700648291e-02 6.295517526336386060e-02 6.295503450201506146e-02 6.295452967511248887e-02 6.295247603085740717e-02 6.293638255956876537e-02
1.778279410038922848e+01 2.159130083558154743e-03 2.159264386349273035e-03 2.160203878112437661e-03 2.163570147725380182e-03 2.177157817998569365e-03 2.278343430818013590e-03 5.615110933299606588e-02 5.615109900938108217e-02 5.615102653288064211e-02 5.615076703004892589e-02 5.614971440224104243e-02 5.614164241705974639e-02
1.995262314968880801e+01 1.510540107355486149e-03 1.510625028163625327e-03 1.511219635328737813e-03 1.513346502289358159e-03 1.521917524352408083e-03 1.584916549361752068e-03 5.007315539184348241e-02 5.007315027410276509e-02 5.007311438084283833e-02 5.007298576597065537e-02 5.007246545301319296e-02 5.006853996042519989e-02
2.238721138568340052e+01 9.947863053413794586e-04 9.948399613300298698e-04 9.952156146987647944e-04 9.965592304046460431e-04 1.001965199204952941e-03 1.041295221066239124e-03 4.464619382845379930e-02 4.464619144078649238e-02 4.464617469040543102e-02 4.464611471499041473e-02 4.464587247643524853e-02 4.464406603942264185e-02
2.511886431509581996e+01 5.847782408771317079e-04 5.848121144960285274e-04 5.850493949049786471e-04 5.858976213676809867e-04 5.893070536783003716e-04 6.139113738979052291e-04 3.980212540912197311e-02 3.980212441448641864e-02 3.980211744193217632e-02 3.980209247158002228e-02 3.980199173538981339e-02 3.980124538119141075e-02
2.818382931264455138e+01 2.589187397766691393e-04 2.589400997659800207e-04 2.590899247270629885e-04 2.596253100674672347e-04 2.617751516510964725e-04 2.771913502759779102e-04 3.547944940654455814e-02 3.547944909338936192e-02 3.547944690959912301e-02 3.547943907843750799e-02 3.547940746063540929e-02 3.547917221672858279e-02
3.162277660168379256e+01 4.490847890422219419e-09 1.793329892337333171e-08 1.125218660536178972e-07 4.502974178421650516e-07 1.805676605972625354e-06 1.147615143685546340e-05 3.162277659991524076e-02 3.162277659720671985e-02 3.162277660138253232e-02 3.162277659415521636e-02 3.162277648680680842e-02 3.162277196807872920e-02
3.548133892335756912e+01 -2.056579801452247886e-04 -2.056495534120418827e-04 -2.055898269207906035e-04 -2.053768168425022550e-04 -2.045224893492501178e-04 -1.984512083599393429e-04 2.818232854113613892e-02 2.818232866103251300e-02 2.818232953715187061e-02 2.818233264328414908e-02 2.818234506424356980e-02 2.818243167977338079e-02
3.981071705534973404e+01 -3.689612283427221246e-04 -3.689559885662632125e-04 -3.689182444493951680e-04 -3.687839829803520866e-04 -3.682455345963988420e-04 -3.644318453471076568e-04 2.511344361662778968e-02 2.511344376833011399e-02 2.511344488081644274e-02 2.511344882616964660e-02 2.511346463882756230e-02 2.511357582808933578e-02
4.466835921509634488e+01 -4.985641280479727842e-04 -4.985609264570961497e-04 -4.985370483876044303e-04 -4.984524513414028682e-04 -4.981132317228483810e-04 -4.957168804836428050e-04 2.237610282931397701e-02 2.237610297228298517e-02 2.237610403728026998e-02 2.237610780983207912e-02 2.237612292658106711e-02 2.237622936394524295e-02
5.011872336272725192e+01 -6.013448996081301439e-04 -6.013430164901024206e-04 -6.013278815889825041e-04 -6.012745810990644327e-04 -6.010610137747021469e-04 -5.995550451824843696e-04 1.993448294033299539e-02 1.993448305930686781e-02 1.993448396983935403e-02 1.993448718916859472e-02 1.993450007893979303e-02 1.993459084632838094e-02
5.623413251903490817e+01 -6.827623190780243712e-04 -6.827613090836278775e-04 -6.827516729061669813e-04 -6.827180780230409545e-04 -6.825836525770093101e-04 -6.816373934789795620e-04 1.775654099243074643e-02 1.775654108408661683e-02 1.775654181765653344e-02 1.775654440329828623e-02 1.775655475083432258e-02 1.775662755115695740e-02
6.309573444801936404e+01 -7.471432571069323413e-04 -7.471428411953918904e-04 -7.471366870364015353e-04 -7.471154507726495862e-04 -7.470308894516251809e-04 -7.464365254938825191e-04 1.581363180789162673e-02 1.581363187434932371e-02 1.581363244395904075e-02 1.581363444595521028e-02 1.581364244894922083e-02 1.581369870364130945e-02
7.079457843841380793e+01 -7.979111805999620664e-04 -7.979111920011854563e-04 -7.979071558654003823e-04 -7.978937234951387304e-04 -7.978405717655739785e-04 -7.974674594294229452e-04 1.408015846554956305e-02 1.408015851065076186e-02 1.408015894426845570e-02 1.408016045595054250e-02 1.408016649387582378e-02 1.408020890243406702e-02
7.943282347242821118e+01 -8.377673722410568843e-04 -8.377670446196602925e-04 -8.377649425007292197e-04 -8.377564301462885358e-04 -8.377230527919565317e-04 -8.374890314180234198e-04 1.253325476391065237e-02 1.253325480858417766e-02 1.253325511798797018e-02 1.253325623949056583e-02 1.253326071569917446e-02 1.253329213443528205e-02
8.912509381337459047e+01 -8.688342817170767191e-04 -8.688340893156388384e-04 -8.688327619897849010e-04 -8.688274459352623167e-04 -8.688065051423058760e-04 -8.686598917400508661e-04 1.115249809257225569e-02 1.115249812499887611e-02 1.115249835231612273e-02 1.115249917208218332e-02 1.115250244775274797e-02 1.115252542704573899e-02
1.000000000000000000e+02 -8.927685310613337442e-04 -8.927684273706596417e-04 -8.927674741097652673e-04 -8.927642722280895640e-04 -8.927511600868370204e-04 -8.926594389807741142e-04 9.919650836156004153e-03 9.919650859378431607e-03 9.919651026109253464e-03 9.919651618102093629e-03 9.919653990778555183e-03 9.919670631735480124e-03
