# WT P(E=0.1) P(E=0.2) P(E=0.5) P(E=1.0) P(E=2.0) P(E=5.0)
3.234907286864737497e+00 6.288249452173389105e-04 1.237451522874272614e-03 2.768604940595401943e-03 3.732375968410373609e-03 -8.958446166557301922e-04 -4.811927805508962874e-02
3.297117042381366936e+00 -5.556786628760471830e-03 -1.112433805395665262e-02 -2.798391448835776951e-02 -5.692560147301846396e-02 -1.182301205900689045e-01 -3.165754755839741419e-01
3.359326797897996375e+00 -1.172143685016530275e-02 -2.344731356255601307e-02 -5.868753192356897935e-02 -1.177149197809705949e-01 -2.362760497492457090e-01 -5.693008565685716560e-01
3.421536553414625814e+00 -1.784046355841248377e-02 -3.567733249155049385e-02 -8.912533914284023751e-02 -1.776681583335709136e-01 -3.493280649040333974e-01 -7.279070246510073172e-01
3.483746308931255697e+00 -2.388938993480881762e-02 -4.776066678100308188e-02 -1.190808090615597392e-01 -2.357877053742646889e-01 -4.511124274426147607e-01 -7.930649234245914503e-01
3.545956064447885137e+00 -2.984404756936334668e-02 -5.964444812316654909e-02 -1.483434114531186343e-01 -2.911147607271842297e-01 -5.363593424788206665e-01 -8.266968920318672476e-01
3.608165819964514576e+00 -3.568069706989969447e-02 -7.127710078966653651e-02 -1.767142322803237908e-01 -3.428083385896021906e-01 -6.029178922014236663e-01 -8.497091345802920692e-01
3.670375575481144459e+00 -4.137614475761885319e-02 -8.260875080572563367e-02 -2.040112243456239927e-01 -3.902216590396435092e-01 -6.526505794157977380e-01 -8.666092182200060279e-01
3.732585330997773898e+00 -4.690785408840714155e-02 -9.359160105878273905e-02 -2.300737090561223441e-01 -4.329584644484414935e-01 -6.897308232162361330e-01 -8.795519978593573374e-01
3.794795086514403337e+00 -5.225405057574850076e-02 -1.041802632090633451e-01 -2.547657878407525445e-01 -4.708926239256133739e-01 -7.181056197216256765e-01 -8.897753221269699697e-01
3.857004842031032776e+00 -5.739381916387475968e-02 -1.143320390022450894e-01 -2.779784093229794029e-01 -5.041436407050435831e-01 -7.404617491262872608e-01 -8.979890687688182327e-01
3.919214597547662660e+00 -6.230719320207975254e-02 -1.240071456738909284e-01 -2.996299665376179755e-01 -5.330156680633149069e-01 -7.584632924815748467e-01 -9.047144129114124134e-01
3.981424353064292099e+00 -6.697523439470562390e-02 -1.331688824581398201e-01 -3.196654486526113725e-01 -5.579200962164323485e-01 -7.731765890386755880e-01 -9.102600563464136041e-01
4.043634108580921982e+00 -7.138010333726894918e-02 -1.417837376282249651e-01 -3.380543181702170275e-01 -5.793040319579274566e-01 -7.853251586140458373e-01 -9.148850554029961391e-01
4.105843864097550977e+00 -7.550512048819507660e-02 -1.498214378573429206e-01 -3.547874011409219430e-01 -5.975989305304896249e-01 -7.954208351383952325e-01 -9.187461117342379247e-01
4.168053619614180860e+00 -7.933481765805434904e-02 -1.572549438573664360e-01 -3.698731449481028610e-01 -6.131921843761016788e-01 -8.038359259061332862e-01 -9.219845385090997825e-01
4.230263375130810743e+00 -8.285498031568924726e-02 -1.640603981121526167e-01 -3.833336083740691569e-01 -6.264166223289684421e-01 -8.108468524732850291e-01 -9.246883920647170907e-01
4.292473130647439739e+00 -8.605268120486764261e-02 -1.702170319842097324e-01 -3.952005081551619448e-01 -6.375506654500979753e-01 -8.166618020546416723e-01 -9.269383570078317813e-01
4.354682886164069622e+00 -8.891630593004280769e-02 -1.757070404863895763e-01 -4.055115714986837760e-01 -6.468233113952351898e-01 -8.214391048765260495e-01 -9.287875230585918018e-01
4.416892641680698617e+00 -9.143557130009488665e-02 -1.805154335593532611e-01 -4.143073554839536987e-01 -6.544204862709829262e-01 -8.252995265588818352e-01 -9.302817040030029183e-01
4.479102397197328500e+00 -9.360153731162008939e-02 -1.846298728002497003e-01 -4.216286101083512317e-01 -6.604911416127816626e-01 -8.283349084511288929e-01 -9.314543831138351049e-01
4.541312152713958383e+00 -9.540661370669978325e-02 -1.880405022956967431e-01 -4.275141940431783638e-01 -6.651525089583649741e-01 -8.306140443771099502e-01 -9.323290084762718699e-01
4.603521908230587378e+00 -9.684456205431767051e-02 -1.907397815895733040e-01 -4.319995059550048033e-01 -6.684943917055072848e-01 -8.321869088331325104e-01 -9.329269922887881705e-01
4.665731663747217262e+00 -9.791049428137910127e-02 -1.927223279402159317e-01 -4.351153688467364056e-01 -6.705825489042148702e-01 -8.330874394259987215e-01 -9.332555124330234042e-01
4.727941419263847145e+00 -9.860086852142659064e-02 -1.939847739708628893e-01 -4.368872962367962853e-01 -6.714612771288598347e-01 -8.333355024096906760e-01 -9.333276515845180255e-01
4.790151174780476140e+00 -9.891348306078653896e-02 -1.945256456643882914e-01 -4.373350719306983714e-01 -6.711553020885980825e-01 -8.329379390270277295e-01 -9.331367795951627242e-01
4.852360930297106023e+00 -9.884746904756223917e-02 -1.943452644606489255e-01 -4.364725848119139218e-01 -6.696710817347315547e-01 -8.318891059339197369e-01 -9.326892474195571658e-01
4.914570685813735906e+00 -9.840328249409725780e-02 -1.934456760307443346e-01 -4.343078727390543570e-01 -6.669976094313954107e-01 -8.301706785695111002e-01 -9.319644901912200741e-01
4.976780441330364901e+00 -9.758269595360853643e-02 -1.918306071617683073e-01 -4.308433427582284980e-01 -6.631067948627963338e-01 -8.277510202353002278e-01 -9.309621687078035723e-01
5.038990196846994785e+00 -9.638879009241600737e-02 -1.895054511096087302e-01 -4.260761469297348891e-01 -6.579534947481077145e-01 -8.245837798770914162e-01 -9.296451129952718606e-01
5.101199952363624668e+00 -9.482594521611623084e-02 -1.864772807766623408e-01 -4.199987033622527011e-01 -6.514752668474014241e-01 -8.206059326317665104e-01 -9.280047189688445108e-01
5.163409707880253663e+00 -9.289983264636485216e-02 -1.827548881486530108e-01 -4.125993602174760078e-01 -6.435919302982368029e-01 -8.157348123553256336e-01 -9.259811123181291848e-01
5.225619463396883546e+00 -9.061740568992474043e-02 -1.783488475777714743e-01 -4.038632063819675433e-01 -6.342050338796061393e-01 -8.098642612354652881e-01 -9.235534742432427446e-01
5.287829218913512541e+00 -8.798688979785794506e-02 -1.732715997240767691e-01 -3.937730361626514131e-01 -6.231973619252132446e-01 -8.028592927359712306e-01 -9.206273653482188735e-01
5.350038974430142424e+00 -8.501777138453280036e-02 -1.675375522600955902e-01 -3.823104767091825007e-01 -6.104326452027560856e-01 -7.945492866882255534e-01 -9.171614159326224591e-01
5.412248729946772308e+00 -8.172078466740639868e-02 -1.611631928041106498e-01 -3.694572858370376300e-01 -5.957556897450432265e-01 -7.847189368650521191e-01 -9.130036366597017450e-01
5.474458485463401303e+00 -7.810789580275386002e-02 -1.541672089794503542e-01 -3.551968244412643805e-01 -5.789931868865813014e-01 -7.730969379530091556e-01 -9.080744804758230648e-01
5.536668240980031186e+00 -7.419228353248820407e-02 -1.465706100086206221e-01 -3.395157016901981795e-01 -5.599555163720064677e-01 -7.593416440010443136e-01 -9.021175848948104203e-01
5.598877996496661069e+00 -6.998831552552782498e-02 -1.383968438563022985e-01 -3.224055826678046133e-01 -5.384398919967813280e-01 -7.430241527239617172e-01 -8.949757006367864420e-01
5.661087752013290064e+00 -6.551151959538079050e-02 -1.296719036526882696e-01 -3.038651371948529190e-01 -5.142352137860944916e-01 -7.236089876187861147e-01 -8.861847569702536731e-01
5.723297507529919947e+00 -6.077854900500324897e-02 -1.204244169809975951e-01 -2.839020954549133502e-01 -4.871289690098979941e-01 -7.004349199180258667e-01 -8.754128400343641481e-01
5.785507263046549831e+00 -5.580714113087828498e-02 -1.106857116252446399e-01 -2.625353612180424956e-01 -4.569164545668886190e-01 -6.726993421586152655e-01 -8.617357939996227456e-01
5.847717018563178826e+00 -5.061606884996014410e-02 -1.004898515720475394e-01 -2.397971175360964768e-01 -4.234124681528376732e-01 -6.394534443392752010e-01 -8.443819995224031150e-01
5.909926774079808709e+00 -4.522508413456270693e-02 -8.987363746718332602e-02 -2.157348436354541987e-01 -3.864654349207211070e-01 -5.996165861815704323e-01 -8.212850123302957162e-01
5.972136529596438592e+00 -3.965485348861011450e-02 -7.887656636280573896e-02 -1.904131464217783953e-01 -3.459737073847194977e-01 -5.520207045030700588e-01 -7.904529099024859562e-01
6.034346285113067587e+00 -3.392688503078390705e-02 -6.754074646679164573e-02 -1.639152968101132146e-01 -3.019035116530955354e-01 -4.954924535590635726e-01 -7.468608342785085785e-01
6.096556040629697470e+00 -2.806344722135042241e-02 -5.591076372294435937e-02 -1.363443514865047557e-01 -2.543077255290610572e-01 -4.289774794598698038e-01 -6.854609540445530946e-01
6.158765796146326466e+00 -2.208747943436210198e-02 -4.403349839857467057e-02 -1.078237364021830957e-01 -2.033443705583635464e-01 -3.517034080793130513e-01 -5.958351260848432362e-01
6.220975551662956349e+00 -1.602249478944851521e-02 -3.195789140746819329e-02 -7.849717122552841986e-02 -1.492933760145105371e-01 -2.633744665073030622e-01 -4.700692381836428235e-01
