# W Re(E=0.1) Re(E=0.2) Re(E=0.5) Re(E=1.0) Re(E=2.0) Re(E=5.0) Im(E=0.1) Im(E=0.2) Im(E=0.5) Im(E=1.0) Im(E=2.0) Im(E=5.0)
1.995262314968880846e+00 2.008686074698028956e-01 2.011950213747542571e-01 2.035047310685209609e-01 2.120291613151122634e-01 2.384924600345699475e-01 1.762426356882973444e-01 4.004233843613232979e-01 3.999845564555454813e-01 3.968124408468710063e-01 3.839232008322984724e-01 3.096668063112968383e-01 1.197482695197910341e-01
2.238721138568339875e+00 1.664206652998549973e-01 1.666706459050418532e-01 1.684444922601487371e-01 1.751079764599959843e-01 2.022182475647124611e-01 1.682665153523057733e-01 3.722905060223258844e-01 3.720106270486222000e-01 3.699932345943406364e-01 3.618728714476845965e-01 3.119534578645375977e-01 1.271636578046762833e-01
2.511886431509582351e+00 1.368681030293320278e-01 1.370521845205371625e-01 1.383591775680926561e-01 1.432952577012933937e-01 1.662311363813656073e-01 1.591666751228283938e-01 3.435854204273056101e-01 3.434108301618543080e-01 3.421565823884502588e-01 3.371729128459282077e-01 3.063982454546978484e-01 1.345656204474290074e-01
2.818382931264455049e+00 1.118594747466531147e-01 1.119908866980031531e-01 1.129233106277139076e-01 1.164399409787171547e-01 1.335805092051891574e-01 1.487941582052325351e-01 3.151041631920609154e-01 3.149972840884399661e-01 3.142321408489067713e-01 3.112346900239971181e-01 2.933966640924671188e-01 1.418133837443057155e-01
3.162277660168379523e+00 9.093953461805222294e-02 9.103105272739388243e-02 9.167958310259699539e-02 9.411396120827893175e-02 1.060012604604989583e-01 1.369816165622168014e-01 2.874583876971243401e-01 2.873939848492467752e-01 2.869344732807285192e-01 2.851592563667054159e-01 2.751606566333754667e-01 1.487128369052992671e-01
3.548133892335756823e+00 7.360834705180120674e-02 7.367083152959795489e-02 7.411294188073458411e-02 7.576238524189234103e-02 8.366845627046601286e-02 1.235410761039097277e-01 2.610857685891040947e-01 2.610474666791285925e-01 2.607750258503898633e-01 2.597359652657694196e-01 2.542097387404970155e-01 1.549909012069612402e-01
3.981071705534973137e+00 5.936491821893605247e-02 5.940690771457836361e-02 5.970354265491646661e-02 6.080323137622035273e-02 6.594270108681837828e-02 1.082622479002061655e-01 2.362728654333030587e-01 2.362503310711142335e-01 2.360904824011166858e-01 2.354877427600685358e-01 2.324451479414305355e-01 1.602495752116624428e-01
4.466835921509634488e+00 4.773599584720047279e-02 4.776385605513355087e-02 4.796038647619811635e-02 4.868460277019054372e-02 5.198394295080255301e-02 9.092033337248228708e-02 2.131830595026341924e-01 2.131699183009873322e-01 2.130769207272323051e-01 2.127296800186788683e-01 2.110534159326070136e-01 1.638564656104000428e-01
5.011872336272724660e+00 3.829259674612957992e-02 3.831089483038443988e-02 3.843980316851320495e-02 3.891228149088195309e-02 4.101547956035501291e-02 7.149129363362051459e-02 1.918845372192839460e-01 1.918769285780451417e-01 1.918231917348961757e-01 1.916242013098560515e-01 1.906985319113997102e-01 1.645683522251368269e-01
5.623413251903491172e+00 3.065740001641512058e-02 3.066932040487788808e-02 3.075320280232111958e-02 3.105922005344131931e-02 3.239451780734238506e-02 5.182054051878388912e-02 1.723754464823827603e-01 1.723710666638389177e-01 1.723401855898255564e-01 1.722266167262002934e-01 1.717140328687801198e-01 1.599452630680739951e-01
6.309573444801936049e+00 2.450593746460684452e-02 2.451365271520671713e-02 2.456789150275281650e-02 2.476498368702491001e-02 2.561073838720018606e-02 3.641509054211119339e-02 1.546049615532868737e-01 1.546024521468487567e-01 1.545847834451588021e-01 1.545201725676855486e-01 1.542355810387220638e-01 1.493490580431424686e-01
7.079457843841380438e+00 1.956395881226486930e-02 1.956892650678246359e-02 1.960382150881471650e-02 1.973020536511410974e-02 2.026512927255784066e-02 2.621298012760775106e-02 1.384900285189718527e-01 1.384885961633616769e-01 1.384785224324559250e-01 1.384418551363662542e-01 1.382834779483161358e-01 1.361368178590017519e-01
7.943282347242821118e+00 1.560272118601937000e-02 1.560590892297555703e-02 1.562826931399624239e-02 1.570903604768533399e-02 1.604707013178275840e-02 1.941542497886197122e-02 1.239281363096429861e-01 1.239273216235582953e-01 1.239215942349675553e-01 1.239008257852453471e-01 1.238125126284418259e-01 1.228014744528557189e-01
8.912509381337459402e+00 1.243341212222651322e-02 1.243544940203138854e-02 1.244973226403329331e-02 1.250120799242990938e-02 1.271470687086009160e-02 1.467416465255524938e-02 1.108067151736683159e-01 1.108062526796874392e-01 1.108030036772657961e-01 1.107912579525335006e-01 1.107419326607530230e-01 1.102412677545883679e-01
1.000000000000000000e+01 9.901421600834322059e-03 9.902720210795950412e-03 9.911820482030261198e-03 9.944558535248171349e-03 1.007935659761357607e-02 1.124251735970127793e-02 9.900981348574776353e-02 9.900955143564818539e-02 9.900771164741481445e-02 9.900107666337594481e-02 9.897349013240683280e-02 9.871694999122626601e-02
1.122018454301964141e+01 7.880958351478926233e-03 7.881784387379115950e-03 7.887570968732937615e-03 7.908357844735059219e-03 7.993447207926414680e-03 8.694199622225716809e-03 8.842267761693045625e-02 8.842252936700883970e-02 8.842148904496756334e-02 8.841774465803303729e-02 8.840229920478542835e-02 8.826769789466397398e-02
1.258925411794167459e+01 6.270186672855098536e-03 6.270711233971162750e-03 6.274384882291380618e-03 6.287566251287033357e-03 6.341269989869081740e-03 6.768057224302129887e-03 7.893475071226871420e-02 7.893466694532286221e-02 7.893407935342382220e-02 7.893196782244754628e-02 7.892331243410542763e-02 7.885148769096567145e-02
1.412537544622755448e+01 4.986989303907901280e-03 4.987321976242981708e-03 4.989651265168888912e-03 4.998001543343112002e-03 5.031892889331758892e-03 5.293937746147325644e-03 7.044151866710458842e-02 7.044147138151996002e-02 7.044113979863936281e-02 7.043994979122032707e-02 7.043509599864368476e-02 7.039629441821679268e-02
1.584893192461114175e+01 3.965355670290642703e-03 3.965566424114417426e-03 3.967041834670372025e-03 3.972327133238938435e-03 3.993714138539474802e-03 4.155593992998299867e-03 6.284553293092277892e-02 6.284550625911838884e-02 6.284531927861505829e-02 6.284464891263667752e-02 6.284192545866819357e-02 6.282077094794649708e-02
1.778279410038922848e+01 3.152353527451456309e-03 3.152486928601256136e-03 3.153420734922956787e-03 3.156763838561225596e-03 3.170259516175454300e-03 3.270728590084518231e-03 5.605686012470584290e-02 5.605684508914698938e-02 5.605673971081043261e-02 5.605636220599676672e-02 5.605483339999724895e-02 5.604321996609760298e-02
1.995262314968880801e+01 2.505620719445433853e-03 2.505705097412452235e-03 2.506295313162442990e-03 2.508409219943215189e-03 2.516925098812081499e-03 2.579503843167867475e-03 4.999314342741448258e-02 4.999313495512883176e-02 4.999307556266775060e-02 4.999286306467745633e-02 4.999200456838184814e-02 4.998559527332469693e-02
2.238721138568340052e+01 1.991306907059785334e-03 1.991360241849548813e-03 1.991733953914527535e-03 1.993069218847228190e-03 1.998442705575009023e-03 2.037529041115706922e-03 4.457941000147690180e-02 4.457940522867748917e-02 4.457937182087403499e-02 4.457925217830610576e-02 4.457876995428702166e-02 4.457521835073911809e-02
2.511886431509581996e+01 1.582396490059727410e-03 1.582430178172277834e-03 1.582666163873027495e-03 1.583510065429396272e-03 1.586900477955341133e-03 1.611366304379895781e-03 3.974772026539216685e-02 3.974771757665040983e-02 3.974769875982853834e-02 3.974763144592590586e-02 3.974736051017167121e-02 3.974538623917604763e-02
2.818382931264455138e+01 1.257349593150866368e-03 1.257370850099220460e-03 1.257519951931703947e-03 1.258052746745866920e-03 1.260192216994941803e-03 1.275532278254254718e-03 3.543672622250414878e-02 3.543672470712092709e-02 3.543671411812183286e-02 3.543667624000385735e-02 3.543652399299566241e-02 3.543542383693383535e-02
3.162277660168379256e+01 9.990054719450740250e-04 9.990188607208925174e-04 9.991130644734387816e-04 9.994494891491895964e-04 1.000799444995972495e-03 1.010430383826404566e-03 3.159118513202818779e-02 3.159118427678816315e-02 3.159117832042144386e-02 3.159115701076137261e-02 3.159107144373367315e-02 3.159045720777851896e-02
3.548133892335756912e+01 7.937006027307823243e-04 7.937090050650568536e-04 7.937685444791100532e-04 7.939809264000078238e-04 7.948327216083111730e-04 8.008855979429968606e-04 2.816145971000066917e-02 2.816145922575750277e-02 2.816145587760859881e-02 2.816144388976575541e-02 2.816139579333696089e-02 2.816105233745829980e-02
3.981071705534973404e+01 6.305612716832448804e-04 6.305665042686990022e-04 6.306041752154779726e-04 6.307382174606298436e-04 6.312756888951440984e-04 6.350829310387056878e-04 2.510302528688179019e-02 2.510302501074832687e-02 2.510302313122210124e-02 2.510301638737739982e-02 2.510298935052275929e-02 2.510279707291950338e-02
4.466835921509634488e+01 5.009372966119182051e-04 5.009405013758492153e-04 5.009644086661611427e-04 5.010489667399746711e-04 5.013881663638233973e-04 5.037843924414652430e-04 2.237599677111535082e-02 2.237599661132161355e-02 2.237599555946589991e-02 2.237599176486554375e-02 2.237597657252614336e-02 2.237586881503807884e-02
5.011872336272725192e+01 3.979494549288915221e-04 3.979513482645850430e-04 3.979665703390916870e-04 3.980199132701071614e-04 3.982339897527487332e-04 3.997429386260422561e-04 1.994468299988557541e-02 1.994468290480169020e-02 1.994468231852735904e-02 1.994468018358764791e-02 1.994467164401429390e-02 1.994461122301677269e-02
5.623413251903490817e+01 3.161282461501378088e-04 3.161292749004986405e-04 3.161389442715802404e-04 3.161726893875414454e-04 3.163077419225806012e-04 3.172583975577518596e-04 1.777717244883786005e-02 1.777717238943208461e-02 1.777717206314446616e-02 1.777717086436614649e-02 1.777716606018996809e-02 1.777713216220598233e-02
6.309573444801936404e+01 2.511258463323552096e-04 2.511262933550049005e-04 2.511324901350262006e-04 2.511538635275089920e-04 2.512391061089333782e-04 2.518381933727553592e-04 1.584495184364581588e-02 1.584495180382996735e-02 1.584495162440619637e-02 1.584495095185742275e-02 1.584494825125966691e-02 1.584492922269961288e-02
7.079457843841380793e+01 1.994866073642623391e-04 1.994866501582000576e-04 1.994907319972335277e-04 1.995042526507334840e-04 1.995580714382492397e-04 1.999357024418364033e-04 1.412255762045875641e-02 1.412255759132717212e-02 1.412255749585617122e-02 1.412255711815512196e-02 1.412255560034411835e-02 1.412254491478397503e-02
7.943282347242821118e+01 1.584643170966071703e-04 1.584640754218627175e-04 1.584668504316615175e-04 1.584754122882865626e-04 1.585094069653466317e-04 1.587474935983350193e-04 1.258725916895478761e-02 1.258725914584062598e-02 1.258725909765311991e-02 1.258725888563257123e-02 1.258725803283324007e-02 1.258725203062489341e-02
8.912509381337459047e+01 1.258767653824090075e-04 1.258769756376084889e-04 1.258782883693201524e-04 1.258837412655682692e-04 1.259052140673321604e-04 1.260553454613942985e-04 1.121877218167798701e-02 1.121877217679757496e-02 1.121877214301070409e-02 1.121877202198479778e-02 1.121877154269027184e-02 1.121876817036652520e-02
1.000000000000000000e+02 9.999004589112620912e-05 9.999017652347640171e-05 9.999098333043255238e-05 9.999448792429367920e-05 1.000079933680581056e-04 1.001026753604310161e-04 9.999000099088736424e-03 9.999000096303509513e-03 9.999000075556655626e-03 9.999000009695058200e-03 9.998999739602850920e-03 9.998997844517409916e-03
