# W Re(E=0.1) Re(E=0.2) Re(E=0.5) Re(E=1.0) Re(E=2.0) Re(E=5.0) Im(E=0.1) Im(E=0.2) Im(E=0.5) Im(E=1.0) Im(E=2.0) Im(E=5.0)
5.623413251903491145e-02 1.376747509033939276e-01 1.338144520573679441e-01 1.110941120885720751e-01 6.610552582744302907e-02 2.159524159748873323e-02 2.410857694963576894e-03 4.768916285446020420e-02 4.540227575026601486e-02 3.332442808222117747e-02 1.525081840867450501e-02 3.531429872209041095e-03 2.812718778524429569e-04
6.309573444801933051e-02 1.350100692371221101e-01 1.313289255513681031e-01 1.094744544314777135e-01 6.551491031531314624e-02 2.148731977074722771e-02 2.404076241691498195e-03 5.293460558730012089e-02 5.042022281184899840e-02 3.709122470422176326e-02 1.701789297889145375e-02 3.943618341470252545e-03 3.132553665398982276e-04
7.079457843841380216e-02 1.317194029318296544e-01 1.282567116015299602e-01 1.074647958146062038e-01 6.478035630392199595e-02 2.135368695010141094e-02 2.395832595337218408e-03 5.859733303940272559e-02 5.584712110989423217e-02 4.119987174346518427e-02 1.896397681708415078e-02 4.399229654765443413e-03 3.484499332608831487e-04
7.943282347242813790e-02 1.276753076495714401e-01 1.244768138270475194e-01 1.049802179942313091e-01 6.386933604614584981e-02 2.118872354647191592e-02 2.385849123640842138e-03 6.464647973853039631e-02 6.165778080320005738e-02 4.564771958145111969e-02 2.109724750048104502e-02 4.901222090225631871e-03 3.870724493266346255e-04
8.912509381337459236e-02 1.227350575351798950e-01 1.198528225883327691e-01 1.019222175141666908e-01 6.274325609193465159e-02 2.098578858921086934e-02 2.373805419251647821e-03 7.102078968589616015e-02 6.779917313408075075e-02 5.041644544840957753e-02 2.342217621980591594e-02 5.452209155422388029e-03 4.293310933310687575e-04
1.000000000000000056e-01 1.167448218263575227e-01 1.142363266495870916e-01 9.817923242187348576e-02 6.135695893257867711e-02 2.073711083978818648e-02 2.359333793140959076e-03 7.761861990153424984e-02 7.418094891391732726e-02 5.546580548118259374e-02 2.593768174887541370e-02 6.054244520389544248e-03 4.754194789997148751e-04
1.122018454301963591e-01 1.095478586176047986e-01 1.074739669112539514e-01 9.362899152764307675e-02 5.965849792374652849e-02 2.043369564275018466e-02 2.342014598674858287e-03 8.428689766545539863e-02 8.066476142866414734e-02 6.072602904141654462e-02 2.863479974370889553e-02 6.708552911058190266e-03 5.255096471469250909e-04
1.258925411794167559e-01 1.009981618692640942e-01 9.941953105004536217e-02 8.814354717287223306e-02 5.758940679978097332e-02 2.006526003113268466e-02 2.321371535079727079e-03 9.081026762494338878e-02 8.705342539645576083e-02 6.608911889163733566e-02 3.149378913728199947e-02 7.415200747272572210e-03 5.797436197309815617e-04
1.412537544622754770e-01 9.098084083460475369e-02 8.995263910601165869e-02 8.159825020399640028e-02 5.508569098087030130e-02 1.962021174388512909e-02 2.296867193004490607e-03 9.690265208817214204e-02 9.308189321049971376e-02 7.139967169225287791e-02 3.448069946610612946e-02 8.172701848487460077e-03 6.382232908300339291e-04
1.584893192461114264e-01 7.943978551698260837e-02 7.900361473671277390e-02 7.388564963228350102e-02 5.207988576866985631e-02 1.908569210072500605e-02 2.267899061910414599e-03 1.022046322492783377e-01 9.841292267784637615e-02 7.644659046190707685e-02 3.754345453832570734e-02 8.977553589257088532e-03 7.009986374542420467e-04
1.778279410038922925e-01 6.641159610173601180e-02 6.658676560209120243e-02 6.493540072676533270e-02 4.850456157791598055e-02 1.844770748570506366e-02 2.233796144882978143e-03 1.062911437747856153e-01 1.026421126683066815e-01 8.095786437525288870e-02 4.060765156582978042e-02 9.823703883455249530e-03 7.680540359383316315e-04
1.995262314968879735e-01 5.206218321205044464e-02 5.283574652069766842e-02 5.474013906912072319e-02 4.429770268007536538e-02 1.769138007807352989e-02 2.193816455938625738e-03 1.086943939148797278e-01 1.053166346471955811e-01 8.460159364609597110e-02 4.357241826391037437e-02 1.070195162893465210e-02 8.392921893072898421e-04
2.238721138568340041e-01 3.671912345232106883e-02 3.803742183214773448e-02 4.338619008486852002e-02 3.941041390958108237e-02 1.680135468360865331e-02 2.147146174245950518e-03 1.089458444118545088e-01 1.059722830689722312e-01 8.699730799240176782e-02 4.630692542590016114e-02 1.159929025695703199e-02 9.145150295744833464e-04
2.511886431509580686e-01 2.088967287606826109e-02 2.265393485622964331e-02 3.108497464093252366e-02 3.381730842118722824e-02 1.576240651147039692e-02 2.092901085455235646e-03 1.066378098725333373e-01 1.041902967738527336e-01 8.774201641175330413e-02 4.864844428864022879e-02 1.249821366073946248e-02 9.934011584742453212e-04
2.818382931264454827e-01 5.252869639735091578e-03 7.321679413908628066e-03 1.819855003406145935e-02 2.752975386784153183e-02 1.456030207800206554e-02 2.030131618218426661e-03 1.014995370406220204e-01 9.967044063977258117e-02 8.645389379898263393e-02 5.040323713259450833e-02 1.337601641695072320e-02 1.075480803359189688e-03
3.162277660168379412e-01 -9.383825827973294245e-03 -7.183307935330104053e-03 5.249233148948176560e-03 2.061172337842107766e-02 1.318297301829042534e-02 1.957832102786399679e-03 9.347559225379073466e-02 9.230992576099066038e-02 8.283362058832777208e-02 5.135201495313539838e-02 1.420414088225376362e-02 1.160105992628996611e-03
3.548133892335754713e-01 -2.216640784941556822e-02 -2.001866299977345803e-02 -7.097830287141848778e-03 1.319723138184667084e-02 1.162206677515258656e-02 1.874955270786338645e-03 8.278836882579582168e-02 8.227113044152976895e-02 7.673751157852894134e-02 5.126214731590698903e-02 1.494765081312766572e-02 1.246418624774494948e-03
3.981071705534973137e-01 -3.230760358676951216e-02 -3.038334007471170731e-02 -1.808830502292739159e-02 5.507071119201189385e-03 9.874940691513489285e-03 1.780436715720081333e-03 6.996449652646286044e-02 7.001768908683039805e-02 6.824946256894059982e-02 4.990908035286893696e-02 1.556494985927063535e-02 1.333310253163515853e-03
4.466835921509632601e-01 -3.921336433103809332e-02 -3.764383298387361659e-02 -2.697086120456632444e-02 -2.139350168823601732e-03 7.947151823306380924e-03 1.673226116144334264e-03 5.580897206034077240e-02 5.630085969494233455e-02 5.773226689420700442e-02 4.710915165109592906e-02 1.600791518913207562e-02 1.419388613338146707e-03
5.011872336272724660e-01 -4.259609145655156304e-02 -4.145356930615502755e-02 -3.311903469808155642e-02 -9.323808839848745506e-03 5.855472684691885241e-03 1.552334655482340113e-03 4.132093398856010596e-02 4.208687852846177552e-02 4.583623007805254224e-02 4.276453233510333490e-02 1.622268469069680294e-02 1.502930576113389394e-03
5.623413251903490728e-01 -4.254566772689809956e-02 -4.183611529544296881e-02 -3.616058851705790389e-02 -1.554994884033784712e-02 3.631400098529163466e-03 1.416895717933340645e-03 2.755912412911390441e-02 2.842942285899484334e-02 3.344740000587979184e-02 3.691738218369657043e-02 1.615142222636044636e-02 1.581840002135675690e-03
6.309573444801933606e-01 -3.953444269801358740e-02 -3.920291042899515244e-02 -3.608113925552211554e-02 -2.029500229209331430e-02 1.325021605582589294e-03 1.266248479389175258e-03 1.548004846558089127e-02 1.630960540335076384e-02 2.157008065341644784e-02 2.980371178743750418e-02 1.573549110426383096e-02 1.653614905930326281e-03
7.079457843841380216e-01 -3.434541291881056807e-02 -3.429640837149069282e-02 -3.326516887010125267e-02 -2.309901142026033610e-02 -9.910828427279858195e-04 1.100043517581859517e-03 5.783930269532601594e-03 6.472939236675172986e-03 1.115841396844350839e-02 2.188814676286189934e-02 1.492057931274831141e-02 1.715307201235241694e-03
7.943282347242817121e-01 -2.793284496845943946e-02 -2.805649470581885255e-02 -2.844653564157455239e-02 -2.368602841385632901e-02 -3.218536441487336412e-03 9.183757684115669354e-04 -1.191922966064358491e-03 -6.890786359177212368e-04 2.934251576991862408e-03 1.385182383700345014e-02 1.366442675025078546e-02 1.763516738668380931e-03
8.912509381337458958e-01 -2.124698508621941304e-02 -2.144436332045425095e-02 -2.256572181387452372e-02 -2.208944865315322359e-02 -5.231595904467883744e-03 7.219552703673327246e-04 -5.500706164593662656e-03 -5.181185076524378458e-03 -2.753975895065984524e-03 6.504551453229429590e-03 1.194785460527451881e-02 1.794385870237197745e-03
1.000000000000000000e+00 -1.507017515422205342e-02 -1.527004615842263505e-02 -1.656762981859788431e-02 -1.872599669712682324e-02 -6.879262863666993529e-03 5.122966972114840513e-04 -7.525222264966031568e-03 -7.354084619771978845e-03 -5.978967716757703499e-03 6.111447961795773336e-04 9.789673330488411415e-03 1.803655550442478418e-03
1.122018454301964230e+00 -9.910439241240538016e-03 -1.007400331771990225e-02 -1.120564117581365066e-02 -1.435009308367865728e-02 -7.994309994678608366e-03 2.919831444456490719e-04 -7.849148852207053426e-03 -7.779074066399163483e-03 -7.166001905821712745e-03 -3.330476552718336560e-03 7.265471748491693013e-03 1.786754506940380072e-03
1.258925411794167504e+00 -5.977230653738238933e-03 -6.092692075289470217e-03 -6.921197929031737417e-03 -9.856164222104181125e-03 -8.414370328824043524e-03 6.489285089282959950e-05 -7.104866232870162002e-03 -7.092066640980758223e-03 -6.934487237700534198e-03 -5.259905534547233349e-03 4.528570705990635735e-03 1.738988635013083038e-03
1.412537544622753938e+00 -3.231974677800746824e-03 -3.304181395771947985e-03 -3.833678196632423537e-03 -5.994146500529555846e-03 -8.022480229595676041e-03 -1.634737352717081005e-04 -5.846206118917532564e-03 -5.858771788946781633e-03 -5.916158991245539130e-03 -5.556814616836644460e-03 1.826837349104008497e-03 1.655839776956228183e-03
1.584893192461114042e+00 -1.480612586149165086e-03 -1.521098747346327860e-03 -1.821771561606345654e-03 -3.155131410454872602e-03 -6.814056373135997553e-03 -3.857109321766479838e-04 -4.476813621402056173e-03 -4.495928715521002421e-03 -4.619027457944265350e-03 -4.848375388565397126e-03 -5.016843313621374527e-04 1.533414415471633530e-03
1.778279410038922759e+00 -4.689996719081271728e-04 -4.894012850851115360e-04 -6.420429647464510241e-04 -1.351176494110320090e-03 -4.982665397316778273e-03 -5.923287259538062219e-04 -3.237422002774577225e-03 -3.254410011400632290e-03 -3.370945892728667657e-03 -3.742023819574590189e-03 -2.089982328752410488e-03 1.369070474426239839e-03
1.995262314968880846e+00 4.627938723076477579e-05 3.707757278714125565e-05 -3.173159395861625023e-05 -3.600827924113466760e-04 -2.964057868351198648e-03 -7.715712644579740499e-04 -2.234161399285323254e-03 -2.246397732898348151e-03 -2.332727851338426556e-03 -2.649714962427082102e-03 -2.701820997865927217e-03 1.162268002140189006e-03
2.238721138568339875e+00 2.604959709955901584e-04 2.569398926826845821e-04 2.301838235418368996e-04 9.941935014976939987e-05 -1.301719722810685230e-03 -9.096655950106236023e-04 -1.483371135396485295e-03 -1.491224333147271900e-03 -1.547094517981758340e-03 -1.763258092037579567e-03 -2.442091780309267254e-03 9.159446602574738278e-04
2.511886431509582351e+00 3.112005004338636483e-04 3.101513106565245313e-04 3.020904992556243938e-04 2.602829880612178310e-04 -3.077389167906017142e-04 -9.913829512305149996e-04 -9.538346652949821662e-04 -9.584731851497768542e-04 -9.915548644584581180e-04 -1.121638267467334410e-03 -1.758543438213042457e-03 6.377983823615382322e-04
2.818382931264455049e+00 2.851751887650168888e-04 2.850819610671523102e-04 2.841715533351024561e-04 2.767750676984236276e-04 1.087856707841152609e-04 -1.001538292444047445e-03 -5.972440357249415898e-04 -5.998206163359393571e-04 -6.181924777051238775e-04 -6.904059893586512661e-04 -1.095656083804243900e-03 3.422620187783198520e-04
3.162277660168379523e+00 2.316528189379478886e-04 2.318372877933358033e-04 2.330352774990432558e-04 2.362567653128689140e-04 2.113837214232399590e-04 -9.276982840280927328e-04 -3.657996398735390681e-04 -3.671648493954275390e-04 -3.768855051124788964e-04 -4.147965390108865336e-04 -6.310535406942893808e-04 5.231091415965051055e-05
3.548133892335756823e+00 1.753798139598226956e-04 1.755876779418400336e-04 1.770062645435404539e-04 1.819212682341542708e-04 1.942100980672145855e-04 -7.650866632371537820e-04 -2.199641058527801918e-04 -2.206610868555330539e-04 -2.256161148585934643e-04 -2.447323323232618460e-04 -3.504952784248092337e-04 -1.991036982411376597e-04
3.981071705534973137e+00 1.267665864857283893e-04 1.269255864557573376e-04 1.280212191996058402e-04 1.319849791378375158e-04 1.477093242649326320e-04 -5.247853701095217495e-04 -1.302478846608184253e-04 -1.305933115604985932e-04 -1.330460414698756289e-04 -1.424003672218273741e-04 -1.918703599307776376e-04 -3.696367953098555256e-04
4.466835921509634488e+00 8.869533004778832469e-05 8.880010500631888351e-05 8.952347767234561024e-05 9.216993545350134068e-05 1.036535831392475205e-04 -2.471558498197560030e-04 -7.612282078721290934e-05 -7.628995808186631185e-05 -7.747596088785455373e-05 -8.194998804909719439e-05 -1.045454928817116910e-04 -4.145064837849966335e-04
5.011872336272724660e+00 6.059998768043468566e-05 6.066365426325569270e-05 6.110293156687936699e-05 6.271271956679864805e-05 6.981947947152868680e-05 -1.822017243572212578e-05 -4.398928099997910588e-05 -4.406858045284691268e-05 -4.463129158929521025e-05 -4.673346094509849805e-05 -5.691495802856933524e-05 -3.159088624130921099e-04
5.623413251903491172e+00 4.067309743594988092e-05 4.070985567805824115e-05 4.096307031376267293e-05 4.188926069963393005e-05 4.596021618962133358e-05 6.796293171215091005e-05 -2.516484668968586660e-05 -2.520186417461030070e-05 -2.546469640923260743e-05 -2.643778715172515680e-05 -3.098739809503156252e-05 -1.559198009684230389e-04
6.309573444801936049e+00 2.693049398099659831e-05 2.695098677726397672e-05 2.709189513247157235e-05 2.760583645683430896e-05 2.983913659084991144e-05 5.549760913596042287e-05 -1.426125710181179581e-05 -1.427830128649478239e-05 -1.439943908794469474e-05 -1.484461144120470375e-05 -1.686512819677564914e-05 -6.036094249182019568e-05
7.079457843841380438e+00 1.764540088854678297e-05 1.765654237220763004e-05 1.773300653115719106e-05 1.801133359601788609e-05 1.920405635287450617e-05 3.310989797345778970e-05 -8.007662546526085265e-06 -8.015416143863970385e-06 -8.070604595711515416e-06 -8.271893612110340087e-06 -9.164839616515926536e-06 -2.389153495162579146e-05
7.943282347242821118e+00 1.147150147202371907e-05 1.147365740016874801e-05 1.151439106690308686e-05 1.166188523562534326e-05 1.228832136845578774e-05 1.902552359182686925e-05 -4.506478967769566287e-06 -4.456459973460076942e-06 -4.481335953867659108e-06 -4.572003330574257448e-06 -4.964080107614202631e-06 -1.022817307307096337e-05
8.912509381337459402e+00 7.410569116771719039e-06 7.408452992866441049e-06 7.429852108663960459e-06 7.507269276405838086e-06 7.832032143896963805e-06 1.104541954789967861e-05 -2.479924868319668293e-06 -2.451138824501523059e-06 -2.462237238274784784e-06 -2.502387369551663018e-06 -2.673827594568024598e-06 -4.648749542435105148e-06
1.000000000000000000e+01 4.762701834274969586e-06 4.759555332954884268e-06 4.770673263587820550e-06 4.811128206657597860e-06 4.977817857640882800e-06 6.516477823315361286e-06 -1.347260188999335826e-06 -1.330913778525500131e-06 -1.335817266464622495e-06 -1.353341516282667455e-06 -1.427848286134894596e-06 -2.193287553144812867e-06
1.122018454301964141e+01 3.048469963298941754e-06 3.045555551968368640e-06 3.051275569561458870e-06 3.072035328079582363e-06 3.157264463518007849e-06 3.899496743504746339e-06 -7.201017609486608350e-07 -7.109359529158560869e-07 -7.130844235620212172e-07 -7.207285492508895176e-07 -7.527280181006030573e-07 -1.055149360204206279e-06
1.258925411794167459e+01 1.944854715605228710e-06 1.942551119936921007e-06 1.945461276602310280e-06 1.955979650310337278e-06 1.999421455348830485e-06 2.360017449330067501e-06 -3.765691651517044792e-07 -3.714932633035251819e-07 -3.724320740562601531e-07 -3.757399657505931445e-07 -3.892934345884879754e-07 -5.097732802783363281e-07
1.412537544622755448e+01 1.237474571628508175e-06 1.235801884037535570e-06 1.237254593167817267e-06 1.242473343622904361e-06 1.264619749630388065e-06 1.440851927063232112e-06 -1.908655106900929417e-07 -1.880887645853168149e-07 -1.885058084632962897e-07 -1.899942759819531648e-07 -1.955546037764088445e-07 -2.434643400352844856e-07
1.584893192461114175e+01 7.856525870376143094e-07 7.845115434427834166e-07 7.852044136213615960e-07 7.878081877238275045e-07 7.990401530903241650e-07 8.855776840879101440e-07 -9.218493762621052919e-08 -9.068209999601728724e-08 -9.088094669777297786e-08 -9.151962001442624122e-08 -9.375416652265080129e-08 -1.125638392074049635e-07
1.778279410038922848e+01 4.978720107593334152e-07 4.971451009668194876e-07 4.983231350828829364e-07 4.987407447011156172e-07 5.044092046519389448e-07 5.470581802657435031e-07 -4.096587425719365707e-08 -4.015598565986331348e-08 -3.987153523954950887e-08 -4.052916985847803932e-08 -4.139837177189321732e-08 -4.857688445614732759e-08
1.995262314968880801e+01 3.149929989785906235e-07 3.145824746932901970e-07 3.143727551865002603e-07 3.153049305977413712e-07 3.181465440853923397e-07 3.392236412792911831e-07 -1.527912024074590712e-08 -1.483573938204036136e-08 -1.497193923514129310e-08 -1.501649223339566857e-08 -1.534079432627647126e-08 -1.793779445191766576e-08
2.238721138568340052e+01 1.989961764632252662e-07 1.988348330763744162e-07 1.987363925162185713e-07 1.990640204067090451e-07 2.004940013626225592e-07 2.109307886499330357e-07 -3.080172530675303659e-09 -2.820840061809631101e-09 -2.908497473666807010e-09 -2.940279247798932643e-09 -3.047455438163776184e-09 -3.891354685996835246e-09
2.511886431509581996e+01 1.255391016543063157e-07 1.255900404326743435e-07 1.253601925883566693e-07 1.255790508538558358e-07 1.262357076156841508e-07 1.314104658575016420e-07 2.172759016160108926e-09 2.349771504985259049e-09 2.247339036537344284e-09 2.247745835444335342e-09 2.211508264194795893e-09 2.003127731260258787e-09
2.818382931264455138e+01 7.908618124718939243e-08 7.934282413150740516e-08 7.896596581112970804e-08 7.907345503270486077e-08 7.940058319054045208e-08 8.196813425155253905e-08 3.982009441655111862e-09 4.134698668428912568e-09 4.006998803170276763e-09 4.008076765971806154e-09 4.005990982555636086e-09 4.004231218214788306e-09
3.162277660168379256e+01 4.974774595713185604e-08 5.022989086621653469e-08 4.966263714063827958e-08 4.972797859276368847e-08 4.988330262942036386e-08 5.115738342516884871e-08 4.186545224904909706e-09 4.348733093238481631e-09 4.186699110609969180e-09 4.189720774936862671e-09 4.196138738594635566e-09 4.245363035074030478e-09
3.548133892335756912e+01 3.124109231825427761e-08 3.199708796906298866e-08 3.117453627567549907e-08 3.122638219755481166e-08 3.129521144037501777e-08 3.192713265884385980e-08 3.725521060516043181e-09 3.918957790983382254e-09 3.714175539183945044e-09 3.718916752106760378e-09 3.725740457348978347e-09 3.775282687832029930e-09
3.981071705534973404e+01 1.958163367601516057e-08 2.068450172644050857e-08 1.952259511083344931e-08 1.957520263622706313e-08 1.959230260117555420e-08 1.991317775999246815e-08 3.058702287600137968e-09 3.297942347568528865e-09 3.042783406975009809e-09 3.049113031368386362e-09 3.050285715293050093e-09 3.091383619832440635e-09
4.466835921509634488e+01 1.224578643104284333e-08 1.379534337157924451e-08 1.222269854856743934e-08 1.224746737500914375e-08 1.224293599760799910e-08 1.240477999437285598e-08 2.395765860174428458e-09 2.691689280705879472e-09 2.383890040265002920e-09 2.386388277305782848e-09 2.387088023260032267e-09 2.414812356062044593e-09
5.011872336272725192e+01 7.637147434543846379e-09 9.743562063525802231e-09 7.678107332541262589e-09 7.645660751510755717e-09 7.636175707162299945e-09 7.712170019477659370e-09 1.819761922283504255e-09 2.178039411368102673e-09 1.816624164628042235e-09 1.811896736608039061e-09 1.813371142738778285e-09 1.829092589635574928e-09
5.623413251903490817e+01 4.746858347291253750e-09 7.554650689294176851e-09 4.866654793037648724e-09 4.760467827146249069e-09 4.744403107321511704e-09 4.781702259947776238e-09 1.352661210488570686e-09 1.779188526430322955e-09 1.359069079498453902e-09 1.346601221619223563e-09 1.346931454847225313e-09 1.356498457780763530e-09
6.309573444801936404e+01 2.938047874399099139e-09 6.554365138691403831e-09 3.191446887286652973e-09 2.954767309101371180e-09 2.935684767479248447e-09 2.953829098523145992e-09 9.892426536894155821e-10 1.479767018834085111e-09 1.009496835959172937e-09 9.848268306466572767e-10 9.845033533593468289e-10 9.901594073502990431e-10
7.079457843841380793e+01 1.808937705761480317e-09 6.378985551058772098e-09 2.114644298492906884e-09 1.826181925019626089e-09 1.807223873159116666e-09 1.815851245499349243e-09 7.141383194368811219e-10 1.267258575304797430e-09 7.377600675587758198e-10 7.109621244313061414e-10 7.104215212530216312e-10 7.136732368373862213e-10
7.943282347242821118e+01 1.106399844503736566e-09 1.152098849032497324e-09 1.434205221606793748e-09 1.123549078953265334e-09 1.105414013510633606e-09 1.109274622496632859e-09 5.098855193949068177e-10 5.118094221949049524e-10 5.332904722881676391e-10 5.077646724425033919e-10 5.070844528105072684e-10 5.088929785027475938e-10
8.912509381337459047e+01 6.710565123639695089e-10 8.090844062025402231e-10 8.814942431449164838e-10 6.906689411798126579e-10 6.709335430029475160e-10 6.721491663912515153e-10 3.604405346798216009e-10 3.714979111601572102e-10 3.733222202220583142e-10 3.595150838197619413e-10 3.584320796713546112e-10 3.593437893472062766e-10
1.000000000000000000e+02 4.027014438477235934e-10 6.296914067908609952e-10 3.861460495116747914e-10 4.221031260389065725e-10 4.037097801022090182e-10 4.029957346755503773e-10 2.523536076198982317e-10 2.701780587964895700e-10 2.495515917123701935e-10 2.519594887514443079e-10 2.510329571414835365e-10 2.513314425577351019e-10
